gene	geneProduct
V1006735	gram-positive signal peptide%2C YSIRK family
V1464571	Elongation factor Tu-B
V1000122	Elongation factor Tu
V1000004	DNA-directed RNA polymerase subunit alpha
V1000546	Maltose/maltodextrin-binding protein precursor
V1000639	Glyceraldehyde-3-phosphate dehydrogenase
V1000549	Maltose phosphorylase
V1000116	Pyruvate kinase
V1016072	DNA replication initiation protein gpA
V1362340	Putative Ig domain protein
V1000640	Phosphoglycerate kinase
V1000596	Stress protein H5
V1852109	gram-positive signal peptide%2C YSIRK family
V1912442	6-phosphofructokinase
V1034630	DNA protection during starvation protein
V1000527	Vegetative protein 19
V1016074	capsid protein
V1000642	Enolase
V1000018	hypothetical protein
V1000487	Fructose-bisphosphate aldolase
V1000545	Maltose transport system permease protein MalF
V1000886	sn-glycerol-3-phosphate-binding periplasmic protein UgpB precursor
V1000548	Beta-phosphoglucomutase
V1006020	50S ribosomal protein L2
V1203355	Chaperone protein DnaJ
V1016073	minor spike protein
V1000534	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1000943	50S ribosomal protein L11
V1851967	Heat-inducible transcription repressor HrcA
V1195882	Fructose-bisphosphate aldolase
V1000017	50S ribosomal protein L16
V1000305	Enolase
V1000841	F-type ATPase subunit delta
V1000008	Adenylate kinase
V1036606	F-type ATPase subunit b
V1073967	50S ribosomal protein L10
V1431607	50S ribosomal protein L21
V1000079	DNA gyrase subunit A
V1339929	L-lactate dehydrogenase
V1580955	Heat shock protein 70
V1836803	Beta-N-acetylhexosaminidase precursor
V1000842	F-ATPase subunit 6
V1000021	50S ribosomal protein L3
V1306539	50S ribosomal protein L13
V1001368	EIIAB-Man
V1000547	Trehalose import ATP-binding protein SugC
V1310212	Beta-N-acetylhexosaminidase precursor
V1552772	Pyruvate kinase
V1851961	ATP-dependent Clp protease ATP-binding subunit ClpE
V1000641	Triosephosphate isomerase
V1886336	Phosphocarrier protein HPr
V1392216	Stress protein H5
V1000080	hypothetical protein
V1541158	major spike protein
V1000129	Tyrosine phosphorylated protein A
V1000840	F-ATPase gamma subunit
V1000003	hypothetical protein
V1580898	hypothetical protein
V1574099	PTS system mannose-specific EIIC component
V1608705	Surface layer protein
V1836804	Lysine--tRNA ligase
V1888216	NADH oxidase
V1852084	50S ribosomal protein L23
V1887021	Trigger factor
V1000638	Central glycolytic genes regulator
V1000134	HSP-70 cofactor
V1144133	hypothetical protein
V1000627	Ribonuclease Y
V1499093	co-chaperonin GroES
V1158426	PTS system mannose-specific EIIC component
V1852083	50S ribosomal protein L5
V1000326	Threonine--tRNA ligase
V1000944	50S ribosomal protein L1
V1000143	Elongation factor Ts
V1000040	Anaerobic ribonucleoside-triphosphate reductase
V1000106	Formate--tetrahydrofolate ligase 1
V1295196	Cell division protein FtsA
V1006736	Beta-N-acetylhexosaminidase precursor
V1000828	ATP-dependent zinc metalloprotease FtsH
V1000011	50S ribosomal protein L18
V1000570	Rod shape-determining protein MreB
V1491714	30S ribosomal protein S1
V1000528	30S ribosomal protein S7
V1000013	30S ribosomal protein S8
V1000821	Lyzozyme M1 (1%2C4-beta-N-acetylmuramidase)
V1064214	external scaffolding protein
V1162881	Phosphoglucomutase
V1000551	Intracellular maltogenic amylase
V1000845	Glucose-6-phosphate isomerase
V1000044	Asparagine synthetase [glutamine-hydrolyzing] 1
V1000005	30S ribosomal protein S11
V1594784	Diacylglycerol kinase
V1075411	Vegetative protein 19
V1000014	50S ribosomal protein L14
V1000564	Cell division protein FtsZ
V1000827	putative tRNA-dihydrouridine synthase
V1006727	30S ribosomal protein S1
V1000109	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
V1553523	Foldase protein PrsA precursor
V1000075	Ribonuclease P protein component
V1171078	Uracil phosphoribosyltransferase
V1059001	Phosphoenolpyruvate-protein phosphotransferase
V1000594	Carbamoyl-phosphate synthase large chain
V1000012	50S ribosomal protein L6
V1493841	Beta-N-acetylhexosaminidase precursor
V1851982	putative ABC transporter ATP-binding protein YheS
V1000601	Alanine--tRNA ligase
V1503142	hypothetical protein
V1000499	Glutamyl-tRNA(Gln) amidotransferase subunit A
V1000007	Translation initiation factor IF-1
V1481366	30S ribosomal protein S1
V1000630	preprotein translocase subunit SecA
V1381099	F-ATPase gamma subunit
V1852133	Translation initiation factor IF-3
V1034832	Ribonuclease J 2
V1167440	6-phospho-alpha-glucosidase 1
V1852094	Adenylosuccinate lyase
V1046751	gram-positive signal peptide%2C YSIRK family
V1552777	Translation initiation factor IF-2
V1420563	DNA gyrase subunit B
V1000009	50S ribosomal protein L15
V1000835	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
V1612021	Cell division protein SepF
V1836820	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase
V1503164	Serine-rich repeat protein GspB
V1000168	Isoleucine--tRNA ligase
V1064534	DNA-directed RNA polymerase subunit beta
V1469282	Glutathione transport system permease protein GsiC
V1000502	Inosine-5'-monophosphate dehydrogenase
V1042355	EIIAB-Man
V1000093	Putative penicillin-binding protein PbpX
V1000144	Vegetative protein 209
V1000300	Aspartate--tRNA ligase
V1204223	repeat
V1000171	Oligopeptide-binding protein AppA precursor
V1380652	50S ribosomal protein L15
V1191213	type 2 lantibiotic biosynthesis protein LanM
V1006021	hypothetical protein
V1836800	Protein involved in sex pheromone biosynthesis
V1607575	DNA polymerase III PolC-type
V1000142	Uridylate kinase
V1203300	dihydroxyacetone kinase
V1006017	Ribonucleoside-diphosphate reductase subunit beta nrdF2
V1001468	Leucine--tRNA ligase
V1852121	Thioredoxin reductase
V1000533	CTP synthase
V1000010	50S ribosomal protein L30
V1000885	Ribonuclease J 1
V1581223	Helix-destabilizing protein
V1594229	6-phosphogluconate dehydrogenase%2C decarboxylating
V1213480	Recombinase A
V1000307	Glutamine synthetase
V1000001	30S ribosomal protein S9
V1000023	Ribose-phosphate pyrophosphokinase
