gene	count	length
V1012818	96652	1146
V1265423	64964	660
V1547956	43658	1440
V1385524	42318	1176
V1238174	41401	567
V1037687	37058	1632
V1015469	35420	1017
V1553663	34015	2079
V1016072	33103	1569
V1010370	32868	2184
V1367011	28685	150
V1374406	27240	810
V1175702	26334	627
V1016074	26117	1284
V1015867	24980	426
V1012379	24423	414
V1010320	23748	1434
V1015868	23054	717
V1884213	22529	3552
V1384350	21945	480
V1201618	21714	2289
V1016073	21054	987
V1013795	21016	1020
V1016891	19395	414
V1367057	19381	4239
V1016291	19098	426
V1014517	17454	1407
V1038290	16780	216
V1010716	16015	501
V1012820	15849	1287
V1012925	15191	1035
V1037377	15171	552
V1553636	14939	1332
V1036980	14828	1644
V1013250	14820	222
V1039311	14688	3420
V1010605	14649	1854
V1015866	13927	540
V1039764	13752	300
V1265582	13353	1209
V1038350	12884	897
V1010209	12840	2799
V1820379	12746	444
V1012602	12606	1200
V1012852	12410	978
V1013990	12289	312
V1153964	12184	1308
V1553616	11848	1686
V1018464	11749	819
V1011952	11655	408
V1541158	11615	582
V1009707	11588	1338
V1017544	11151	1188
V1380402	11150	3228
V1014074	11128	2289
V1265557	11101	1425
V1166870	10941	1446
V1012819	10697	1122
V1266145	10655	1230
V1009698	10554	564
V1102145	10498	648
V1440338	10212	1434
V1201619	10204	141
V1875168	9787	300
V1016890	9760	309
V1375437	9578	1656
V1553674	9434	831
V1875176	9147	801
V1576738	9079	780
V1884198	8971	1245
V1820405	8752	1263
V1266125	8711	2265
V1466175	8616	1095
V1011016	8553	1419
V1011009	8548	285
V1316499	8155	1125
V1373952	8104	3720
V1012850	8089	369
V1530442	8077	621
V1011014	7955	1536
V1010364	7918	1425
V1166828	7909	285
V1039101	7881	1326
V1201514	7876	2250
V1010826	7745	465
V1014932	7573	1569
V1064214	7435	459
V1397237	7393	435
V1238012	7312	723
V1013406	7294	1908
V1011483	7283	438
V1010860	7145	441
V1017894	7118	429
V1039802	7084	2508
V1017590	7027	1224
V1014328	7026	324
V1010603	7001	1074
V1011015	7001	861
V1009873	6959	1239
V1577896	6958	1971
V1038426	6944	798
V1015865	6764	231
V1200366	6617	1962
V1012601	6614	690
V1553673	6401	666
V1102240	6397	1233
V1016290	6361	2481
V1374878	6359	246
V1010897	6344	1284
V1012782	6329	1662
V1020418	6293	1284
V1009869	6292	624
V1553605	6251	498
V1482566	6202	3138
V1559864	6193	1614
V1200824	6188	684
V1374569	6125	1968
V1011951	6083	228
V1820497	6081	1533
V1013989	6038	336
V1553587	5908	1236
V1482495	5846	1032
V1011950	5800	1356
V1102722	5685	3294
V1009870	5633	639
V1374340	5617	2466
V1037878	5604	783
V1373836	5556	1701
V1373951	5522	393
V1373874	5469	681
V1011011	5436	672
V1038297	5395	1653
V1138580	5304	264
V1553746	5281	2220
V1326836	5194	324
V1010898	5190	1242
V1014514	5143	726
V1820402	5076	14901
V1553580	5047	2205
V1522026	5018	1029
V1011012	5017	495
V1010368	5000	402
V1038532	4956	420
V1101083	4915	255
V1037967	4856	570
V1564708	4840	981
V1268242	4825	1305
V1268223	4811	3258
V1482461	4768	1938
V1015610	4764	1941
V1482487	4745	1029
V1009865	4734	672
V1010362	4727	1806
V1265104	4724	3222
V1364433	4657	756
V1554058	4633	1056
V1200739	4628	930
V1155143	4620	2466
V1265662	4593	1464
V1010371	4586	1314
V1012846	4583	393
V1236668	4540	387
V1009868	4483	285
V1553599	4443	1605
V1014182	4428	1977
V1041179	4403	1440
V1010170	4370	1455
V1553606	4362	591
V1238024	4342	519
V1013797	4319	3288
V1463704	4305	1833
V1459312	4301	225
V1881721	4295	333
V1014820	4291	1794
V1373773	4289	1440
V1012853	4269	339
V1038507	4258	555
V1037768	4257	750
V1373915	4207	2664
V1037682	4189	918
V1820421	4151	1464
V1019923	4119	828
V1015609	4108	987
V1200397	4078	555
V1014819	4068	1269
V1011765	4046	1530
V1576098	4038	1044
V1016421	4026	432
V1012821	4015	918
V1553586	4011	930
V1267245	4003	1677
V1820451	3995	588
V1191447	3978	849
V1553602	3965	1269
V1237898	3960	792
V1398523	3950	312
V1015734	3949	1665
V1017440	3936	747
V1265692	3911	5055
V1375474	3911	174
V1009500	3872	1467
V1433284	3856	201
V1010589	3851	4296
V1009864	3840	438
V1009501	3820	1269
V1010990	3820	1284
V1011013	3757	567
V1017849	3752	840
V1240407	3734	927
V1009496	3728	441
V1393646	3720	285
V1170101	3673	2643
V1014250	3668	2370
V1374236	3660	483
V1012697	3634	747
V1554870	3605	291
V1364807	3594	522
V1014201	3569	2427
V1144615	3563	4749
V1042447	3562	1401
V1013988	3557	291
V1015123	3555	1674
V1102142	3544	1452
V1391817	3540	252
V1037601	3526	1707
V1363297	3508	1035
V1384537	3507	264
V1013252	3488	1188
V1014590	3461	2982
V1012921	3420	546
V1820375	3395	1467
V1040139	3371	1620
V1195960	3358	1707
V1298018	3336	261
V1553749	3328	1296
V1327808	3314	258
V1463838	3312	2106
V1013149	3301	3600
V1576313	3299	2070
V1374615	3296	735
V1010707	3292	1008
V1010593	3287	1302
V1266189	3282	96
V1400067	3282	1971
V1445534	3266	168
V1010604	3243	573
V1011955	3217	573
V1010162	3176	555
V1010817	3152	558
V1373888	3150	3210
V1037511	3147	1365
V1013794	3141	279
V1010331	3084	2601
V1105083	3075	1305
V1374012	3066	1626
V1265185	3065	1956
V1012781	3062	2022
V1820490	3043	603
V1266304	3035	972
V1015185	3015	2031
V1553675	3003	315
V1010322	2990	411
V1553584	2979	1362
V1015184	2971	654
V1265198	2953	1902
V1102008	2951	4380
V1363631	2948	444
V1230296	2939	1365
V1553698	2936	2007
V1015679	2935	2316
V1200247	2917	2790
V1015468	2902	2262
V1012778	2887	1326
V1239886	2882	117
V1009867	2856	279
V1010710	2841	960
V1012849	2840	297
V1820401	2836	672
V1012698	2835	1944
V1200370	2828	903
V1195643	2826	2844
V1440378	2806	399
V1458783	2771	1065
V1548238	2755	3546
V1013500	2745	780
V1482586	2739	1704
V1014274	2734	906
V1102838	2723	420
V1012378	2717	483
V1010163	2702	1374
V1012114	2698	1305
V1150816	2691	498
V1010324	2687	3045
V1018324	2685	342
V1012779	2678	1908
V1010596	2658	1197
V1820423	2656	891
V1240173	2653	384
V1011572	2648	3048
V1820412	2646	3558
