gene	geneProduct
V1000004	DNA-directed RNA polymerase subunit alpha
V1000546	Maltose/maltodextrin-binding protein precursor
V1464571	Elongation factor Tu-B
V1167448	Immunoglobulin G-binding protein G precursor
V1000122	Elongation factor Tu
V1143274	gram-positive signal peptide%2C YSIRK family
V1000018	hypothetical protein
V1000639	Glyceraldehyde-3-phosphate dehydrogenase
V1000549	Maltose phosphorylase
V1000527	Vegetative protein 19
V1006020	50S ribosomal protein L2
V1000017	50S ribosomal protein L16
V1000943	50S ribosomal protein L11
V1000616	Immunoglobulin G-binding protein G precursor
V1000116	Pyruvate kinase
V1000545	Maltose transport system permease protein MalF
V1073967	50S ribosomal protein L10
V1000640	Phosphoglycerate kinase
V1010364	Outer membrane protein alpha precursor
V1852142	gram-positive signal peptide%2C YSIRK family
V1037687	Stress protein H5
V1000487	Fructose-bisphosphate aldolase
V1000008	Adenylate kinase
V1580898	hypothetical protein
V1431607	50S ribosomal protein L21
V1016072	DNA replication initiation protein gpA
V1000886	sn-glycerol-3-phosphate-binding periplasmic protein UgpB precursor
V1000021	50S ribosomal protein L3
V1000642	Enolase
V1195882	Fructose-bisphosphate aldolase
V1000548	Beta-phosphoglucomutase
V1912442	6-phosphofructokinase
V1012818	Acyl-CoA dehydrogenase%2C short-chain specific
V1851967	Heat-inducible transcription repressor HrcA
V1016074	capsid protein
V1306539	50S ribosomal protein L13
V1036606	F-type ATPase subunit b
V1001368	EIIAB-Man
V1000841	F-type ATPase subunit delta
V1000129	Tyrosine phosphorylated protein A
V1852083	50S ribosomal protein L5
V1852084	50S ribosomal protein L23
V1000842	F-ATPase subunit 6
V1000305	Enolase
V1000080	hypothetical protein
V1016073	minor spike protein
V1265423	hypothetical protein
V1000534	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1151576	Fimbrial subunit type 1 precursor
V1000003	hypothetical protein
V1481433	hypothetical protein
V1000079	DNA gyrase subunit A
V1000944	50S ribosomal protein L1
V1158426	PTS system mannose-specific EIIC component
V1203355	Chaperone protein DnaJ
V1430591	hypothetical protein
V1000013	30S ribosomal protein S8
V1851961	ATP-dependent Clp protease ATP-binding subunit ClpE
V1039802	Benzylsuccinate synthase alpha subunit
V1339929	L-lactate dehydrogenase
V1201618	Formate acetyltransferase
V1000011	50S ribosomal protein L18
V1000596	Stress protein H5
V1836804	Lysine--tRNA ligase
V1000547	Trehalose import ATP-binding protein SugC
V1000840	F-ATPase gamma subunit
V1055790	Heat shock protein 70
V1000638	Central glycolytic genes regulator
V1574099	PTS system mannose-specific EIIC component
V1491714	30S ribosomal protein S1
V1000641	Triosephosphate isomerase
V1552777	Translation initiation factor IF-2
V1000143	Elongation factor Ts
V1000845	Glucose-6-phosphate isomerase
V1144133	hypothetical protein
V1886336	Phosphocarrier protein HPr
V1053544	hypothetical protein
V1006727	30S ribosomal protein S1
V1010605	Heat shock protein 70
V1852094	Adenylosuccinate lyase
V1000528	30S ribosomal protein S7
V1295196	Cell division protein FtsA
V1204223	repeat
V1000005	30S ribosomal protein S11
V1000009	50S ribosomal protein L15
V1036191	Alkyl hydroperoxide reductase subunit C
V1887021	Trigger factor
V1552772	Pyruvate kinase
V1362340	Putative Ig domain protein
V1000828	ATP-dependent zinc metalloprotease FtsH
V1000134	HSP-70 cofactor
V1000040	Anaerobic ribonucleoside-triphosphate reductase
V1295109	Thiol-activated cytolysin
V1381099	F-ATPase gamma subunit
V1481366	30S ribosomal protein S1
V1014517	pyrroloquinoline quinone biosynthesis protein PqqE
V1380652	50S ribosomal protein L15
V1000551	Intracellular maltogenic amylase
V1394389	Cyclodextrin-binding protein precursor
V1000007	Translation initiation factor IF-1
V1268240	Pullulanase
V1000075	Ribonuclease P protein component
V1391945	product=Deoxyuridine 5'-triphosphate nucleotidohydrolase
V1232339	co-chaperonin GroES
V1541158	major spike protein
V1000109	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
V1836823	hypothetical protein
V1851977	Lipopolysaccharide export system ATP-binding protein LptB
V1266177	Nickel-binding periplasmic protein precursor
V1000012	50S ribosomal protein L6
V1000570	Rod shape-determining protein MreB
V1014932	Oligopeptide-binding protein AppA precursor
V1000144	Vegetative protein 209
V1836803	Beta-N-acetylhexosaminidase precursor
V1075411	Vegetative protein 19
V1015469	Electron transfer flavoprotein large subunit
V1000627	Ribonuclease Y
V1000630	preprotein translocase subunit SecA
V1594784	Diacylglycerol kinase
V1171078	Uracil phosphoribosyltransferase
V1000564	Cell division protein FtsZ
V1852133	Translation initiation factor IF-3
V1010603	Heat-inducible transcription repressor HrcA
V1200331	hypothetical protein
V1884213	Pyruvate-flavodoxin oxidoreductase
V1000835	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
V1000827	putative tRNA-dihydrouridine synthase
V1704987	hypothetical protein
V1000014	50S ribosomal protein L14
V1006021	hypothetical protein
V1000326	Threonine--tRNA ligase
V1381169	DNA-directed RNA polymerase subunit beta
V1256156	product=hypothetical protein
V1392216	Stress protein H5
V1049457	Chaperone protein ClpB 1
V1014074	Formate acetyltransferase
V1580955	Heat shock protein 70
V1851978	sn-glycerol-3-phosphate-binding periplasmic protein UgpB precursor
V1852109	gram-positive signal peptide%2C YSIRK family
V1000010	50S ribosomal protein L30
V1000020	30S ribosomal protein S19
V1042355	EIIAB-Man
V1000001	30S ribosomal protein S9
V1615860	repeat
V1548183	Fimbrial subunit type 1 precursor
V1064534	DNA-directed RNA polymerase subunit beta
V1000594	Carbamoyl-phosphate synthase large chain
V1000601	Alanine--tRNA ligase
V1010370	Ferrous iron transport protein B
V1172319	Fimbrial subunit type 1 precursor
V1484106	Heat shock protein 70
V1034832	Ribonuclease J 2
V1010320	putative FAD-linked oxidoreductase
V1581223	Helix-destabilizing protein
V1000168	Isoleucine--tRNA ligase
V1851982	putative ABC transporter ATP-binding protein YheS
V1299127	Penicillin-binding protein B
V1000499	Glutamyl-tRNA(Gln) amidotransferase subunit A
V1852121	Thioredoxin reductase
V1612021	Cell division protein SepF
V1046751	gram-positive signal peptide%2C YSIRK family
V1043994	Elongation factor Ts
V1000093	Putative penicillin-binding protein PbpX
V1000315	PTS system N-acetylgalactosamine-specific EIIC component 1
V1238174	Vegetative protein 300
V1143377	EIIABC-Fru
V1852039	RNAP delta factor
V1394176	PTS system galactitol-specific EIIC component
V1154084	Stress protein H5
V1836820	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase
V1290863	gram-positive signal peptide%2C YSIRK family
V1851963	Phosphate-binding protein PstS 1 precursor
V1819306	C protein alpha-antigen precursor
V1503141	LPXTG cell wall anchor domain protein
V1312248	Trigger factor
V1076325	hypothetical protein
V1421861	hypothetical protein
V1000015	hypothetical protein
V1016291	pyridoxamine 5'-phosphate oxidase%2C FMN-binding family
V1064214	external scaffolding protein
V1001468	Leucine--tRNA ligase
V1553523	Foldase protein PrsA precursor
V1266125	Formate acetyltransferase
V1000821	Lyzozyme M1 (1%2C4-beta-N-acetylmuramidase)
V1166924	Heat shock protein 70
V1037377	Rubrerythrin
V1884207	Maltose transport system permease protein MalF
V1267294	Fimbrial subunit type 1 precursor
V1439186	50S ribosomal protein L19
V1400074	ATP-dependent protease ATPase subunit ClpY
V1310212	Beta-N-acetylhexosaminidase precursor
V1074742	30S ribosomal protein S12
V1162881	Phosphoglucomutase
V1059001	Phosphoenolpyruvate-protein phosphotransferase
V1836800	Protein involved in sex pheromone biosynthesis
V1000108	ATP-dependent protease subunit HslV
V1000892	Phosphoglucosamine mutase
V1000885	Ribonuclease J 1
V1000117	Ribonuclease Z
V1076330	Helix-destabilizing protein
V1191213	type 2 lantibiotic biosynthesis protein LanM
V1420563	DNA gyrase subunit B
V1481442	Pullulanase
V1000171	Oligopeptide-binding protein AppA precursor
V1239646	hypothetical protein
V1000184	Bacteriophage peptidoglycan hydrolase
V1203300	dihydroxyacetone kinase
V1151035	Immunoglobulin G-binding protein G precursor
V1000022	hypothetical protein
V1000142	Uridylate kinase
V1000132	Single-stranded-DNA-specific exonuclease RecJ
V1338854	Immunoglobulin G-binding protein G precursor
V1851980	Procyclic acidic repetitive protein (PARP)
V1060343	F-type ATPase subunit delta
V1394650	bacterial surface protein 26-residue repeat
V1000844	ABC-2 family transporter protein
V1000300	Aspartate--tRNA ligase
V1235890	Immunoglobulin G-binding protein G precursor
V1170101	Chaperone protein ClpB 1
V1339706	PTS system mannose-specific EIIC component
V1000533	CTP synthase
V1000082	Replicative DNA helicase
V1000318	Phenylalanine--tRNA ligase beta subunit
V1009698	Alkyl hydroperoxide reductase subunit C
V1000834	DEAD-box ATP-dependent RNA helicase CshA
V1000019	50S ribosomal protein L22
V1517484	50S ribosomal protein L6
V1175702	hypothetical protein
V1594655	Stage 0 sporulation protein KD
V1000044	Asparagine synthetase [glutamine-hydrolyzing] 1
V1381763	Glucosamine kinase GspK
V1431657	30S ribosomal protein S2
V1038361	Elongation factor Tu
V1819293	hypothetical protein
V1237835	Glutathione transport system permease protein GsiC
V1364877	F-ATPase epsilon subunit
V1012379	Flavodoxin
V1000140	Proline--tRNA ligase
V1469282	Glutathione transport system permease protein GsiC
V1886961	Serine/threonine-protein kinase PrkC
V1442272	Immunoglobulin G-binding protein G precursor
V1399193	50S ribosomal protein L5
V1000603	Putative Holliday junction resolvase
V1440417	hypothetical protein
V1607575	DNA polymerase III PolC-type
V1012925	Phosphate acetyltransferase
V1267384	Procyclic acidic repetitive protein (PARP)
V1499093	co-chaperonin GroES
V1000304	Pullulanase
V1000502	Inosine-5'-monophosphate dehydrogenase
V1888216	NADH oxidase
V1000301	Bifunctional (p)ppGpp synthase/hydrolase RelA
V1007409	CRISPR-associated endonuclease Cas1
V1006728	putative oxidoreductase
V1000500	DNA ligase
V1852028	Immunoglobulin G-binding protein G precursor
V1000023	Ribose-phosphate pyrophosphokinase
V1151052	repeat
V1009873	Rubredoxin-oxygen oxidoreductase
V1000643	Ribonuclease R
V1167440	6-phospho-alpha-glucosidase 1
V1607555	Beta-N-acetylhexosaminidase precursor
V1552713	Phosphoglucosamine mutase
V1337358	Thiol-activated cytolysin
V1291229	hypothetical protein
V1548869	flagellar basal body-associated protein FliL
V1549573	co-chaperonin GroES
V1000295	Glycine--tRNA ligase beta subunit
V1000086	Purine nucleoside receptor A
V1001475	putative ABC transporter ATP-binding protein YxlF
V1464388	DNA-directed RNA polymerase subunit beta
V1607589	Signal transduction histidine-protein kinase ArlS
V1000632	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
V1882996	repeat
V1356068	Ribonuclease J 1
V1542216	hypothetical protein
V1526141	Phenylalanine--tRNA ligase beta subunit
V1381895	Trehalose import ATP-binding protein SugC
V1836829	putative ABC transporter ATP-binding protein YheS
V1000092	D-alanyl-lipoteichoic acid biosynthesis protein DltB
V1000294	DNA primase
V1195096	30S ribosomal protein S2
V1440555	F-type ATPase subunit b
V1385672	C protein alpha-antigen precursor
V1213480	Recombinase A
V1469296	hypothetical protein
V1046766	C protein alpha-antigen precursor
V1851966	Internalin-J precursor
V1000088	Deoxyadenosine kinase
V1000314	RNA polymerase sigma-54 factor 1
V1000317	Transcript cleavage factor GreA
V1164544	DNA polymerase III subunit gamma/tau
V1298017	Competence-specific nuclease
V1430655	putative phosphotransferase enzyme IIB component
V1852085	Magnesium-transporting ATPase%2C P-type 1
V1000558	Putative protein phosphatase 2C-type
V1064607	Pullulanase
V1013795	Nucleoside triphosphate pyrophosphohydrolase
V1265557	Outer membrane protein alpha precursor
V1010604	HSP-70 cofactor
V1158598	Translation initiation factor IF-3
V1607579	hypothetical protein
V1013977	putative selenium metabolism protein%2C YedE family
V1150430	hypothetical protein
V1163596	Internalin-J precursor
V1000081	Bifunctional oligoribonuclease and PAP phosphatase NrnA
V1006819	Glutamine transport ATP-binding protein GlnQ
V1392006	50S ribosomal protein L19
V1000037	Aminopeptidase E
V1000836	50S ribosomal protein L31 type B
V1436021	Pullulanase
V1852140	Methionine--tRNA ligase
V1000155	Farnesyl diphosphate synthase
V1469304	Glutamyl-tRNA(Gln) amidotransferase subunit C
V1819331	Internalin-A precursor
V1000141	Phosphatidate cytidylyltransferase
V1609073	Triosephosphate isomerase
V1382281	50S ribosomal protein L27
V1016891	Helix-destabilizing protein
V1168807	Translation initiation factor IF-1
V1033375	Trigger factor
V1000323	Tagatose-6-phosphate kinase
V1266147	Fimbrial subunit type 1 precursor
V1852053	Putative niacin/nicotinamide transporter NaiP
V1102240	Chaperone protein DnaJ
V1481459	Putative Ig domain protein
V1383824	Nickel-binding periplasmic protein precursor
V1881721	co-chaperonin GroES
V1009707	putative NADH oxidase
V1503145	Uracil phosphoribosyltransferase
V1033891	hypothetical protein
V1239585	hypothetical protein
V1012602	Acetate kinase
V1000139	DNA polymerase III PolC-type
V1000118	O-acetyltransferase OatA
V1081232	Formate acetyltransferase 1
V1430708	LPXTG cell wall anchor domain protein
