gene	geneProduct
V1008495	Formate acetyltransferase
V1016072	DNA replication initiation protein gpA
V1143274	gram-positive signal peptide%2C YSIRK family
V1016074	capsid protein
V1464571	Elongation factor Tu-B
V1016073	minor spike protein
V1013431	Acyl-CoA dehydrogenase%2C short-chain specific
V1181752	Outer membrane protein alpha precursor
V1000122	Elongation factor Tu
V1010947	Vegetative protein 19
V1230430	Fimbrial subunit type 1 precursor
V1013311	putative FAD-linked oxidoreductase
V1073455	Phosphoenolpyruvate carboxykinase [ATP]
V1000004	DNA-directed RNA polymerase subunit alpha
V1000546	Maltose/maltodextrin-binding protein precursor
V1000639	Glyceraldehyde-3-phosphate dehydrogenase
V1013684	sn-glycerol-3-phosphate-binding periplasmic protein UgpB precursor
V1074069	hypothetical protein
V1834858	hypothetical protein
V1084381	Chaperone protein ClpB 1
V1200468	hypothetical protein
V1008596	hypothetical protein
V1594291	Elongation factor Tu
V1011136	hypothetical protein
V1008496	Pyruvate formate-lyase 1-activating enzyme
V1079798	TonB-linked outer membrane protein%2C SusC/RagA family
V1366884	co-chaperonin GroES
V1088192	hypothetical protein
V1013304	Thioredoxin reductase
V1015375	Stress protein H5
V1368901	Maltose/maltodextrin-binding protein precursor
V1010661	ATP synthase subunit alpha
V1541158	major spike protein
V1000527	Vegetative protein 19
V1000116	Pyruvate kinase
V1138803	Heat shock protein 70
V1040547	Putative amidase domain protein
V1000549	Maltose phosphorylase
V1000640	Phosphoglycerate kinase
V1075033	Glyceraldehyde-3-phosphate dehydrogenase A
V1230680	hypothetical protein
V1010659	ATP synthase subunit beta
V1000018	hypothetical protein
V1013305	Alkyl hydroperoxide reductase subunit C
V1000487	Fructose-bisphosphate aldolase
V1000943	50S ribosomal protein L11
V1394389	Cyclodextrin-binding protein precursor
V1431607	50S ribosomal protein L21
V1006685	Chaperone protein ClpB 1
V1313717	Phosphate acetyltransferase
V1014732	Outer membrane protein alpha precursor
V1912442	6-phosphofructokinase
V1000642	Enolase
V1000545	Maltose transport system permease protein MalF
V1166924	Heat shock protein 70
V1145082	Beta/alpha-amylase precursor
V1036256	Maltodextrin-binding protein
V1007014	Electron transfer flavoprotein small subunit
V1036418	hypothetical protein
V1884207	Maltose transport system permease protein MalF
V1000017	50S ribosomal protein L16
V1073967	50S ribosomal protein L10
V1010660	F-ATPase gamma subunit
V1000842	F-ATPase subunit 6
V1064214	external scaffolding protein
V1500439	Elongation factor Tu
V1354966	hypothetical protein
V1000886	sn-glycerol-3-phosphate-binding periplasmic protein UgpB precursor
V1000008	Adenylate kinase
V1006962	Nucleoside triphosphate pyrophosphohydrolase
V1559180	Flavodoxin
V1007905	General stress protein 13
V1195882	Fructose-bisphosphate aldolase
V1231237	Acetate CoA-transferase YdiF
V1000171	Oligopeptide-binding protein AppA precursor
V1067254	Colicin I receptor precursor
V1072266	Enolase
V1485691	Elongation factor Tu
V1066986	Colicin I receptor precursor
V1012302	hypothetical protein
V1015374	co-chaperonin GroES
V1000548	Beta-phosphoglucomutase
V1167448	Immunoglobulin G-binding protein G precursor
V1036164	Stress protein H5
V1145548	30S ribosomal protein S1
V1198675	hypothetical protein
