gene	geneProduct
V1006735	gram-positive signal peptide%2C YSIRK family
V1464571	Elongation factor Tu-B
V1000122	Elongation factor Tu
V1000004	DNA-directed RNA polymerase subunit alpha
V1000546	Maltose/maltodextrin-binding protein precursor
V1000639	Glyceraldehyde-3-phosphate dehydrogenase
V1000116	Pyruvate kinase
V1016072	DNA replication initiation protein gpA
V1000527	Vegetative protein 19
V1000549	Maltose phosphorylase
V1000640	Phosphoglycerate kinase
V1000943	50S ribosomal protein L11
V1912442	6-phosphofructokinase
V1034630	DNA protection during starvation protein
V1000018	hypothetical protein
V1016074	capsid protein
V1000886	sn-glycerol-3-phosphate-binding periplasmic protein UgpB precursor
V1000545	Maltose transport system permease protein MalF
V1000642	Enolase
V1073967	50S ribosomal protein L10
V1431607	50S ribosomal protein L21
V1000596	Stress protein H5
V1000008	Adenylate kinase
V1016073	minor spike protein
V1000017	50S ribosomal protein L16
V1000534	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1000548	Beta-phosphoglucomutase
V1000487	Fructose-bisphosphate aldolase
V1000305	Enolase
V1000129	Tyrosine phosphorylated protein A
V1899820	single-stranded DNA-binding protein
V1000021	50S ribosomal protein L3
V1203355	Chaperone protein DnaJ
V1362340	Putative Ig domain protein
V1448274	C protein alpha-antigen precursor
V1000079	DNA gyrase subunit A
V1000842	F-ATPase subunit 6
V1580898	hypothetical protein
V1000841	F-type ATPase subunit delta
V1000080	hypothetical protein
V1195882	Fructose-bisphosphate aldolase
V1036606	F-type ATPase subunit b
V1306539	50S ribosomal protein L13
V1256184	LPXTG cell wall anchor domain protein
V1006020	50S ribosomal protein L2
V1339929	L-lactate dehydrogenase
V1000003	hypothetical protein
V1158426	PTS system mannose-specific EIIC component
V1000547	Trehalose import ATP-binding protein SugC
V1034809	Maltose phosphorylase
V1000641	Triosephosphate isomerase
V1006727	30S ribosomal protein S1
V1852084	50S ribosomal protein L23
V1887021	Trigger factor
V1035318	Pyruvate oxidase
V1392216	Stress protein H5
V1503161	Rib/alpha/Esp surface antigen repeat
V1000944	50S ribosomal protein L1
V1000840	F-ATPase gamma subunit
V1541158	major spike protein
V1552772	Pyruvate kinase
V1000013	30S ribosomal protein S8
V1000143	Elongation factor Ts
V1851967	Heat-inducible transcription repressor HrcA
V1000005	30S ribosomal protein S11
V1553523	Foldase protein PrsA precursor
V1144133	hypothetical protein
V1035061	Ornithine carbamoyltransferase
V1143270	Maltose/maltodextrin-binding protein precursor
V1836804	Lysine--tRNA ligase
V1295196	Cell division protein FtsA
V1852083	50S ribosomal protein L5
V1580955	Heat shock protein 70
V1034676	ATP-dependent zinc metalloprotease FtsH
V1503141	LPXTG cell wall anchor domain protein
V1000845	Glucose-6-phosphate isomerase
V1000011	50S ribosomal protein L18
V1000570	Rod shape-determining protein MreB
V1000528	30S ribosomal protein S7
V1851961	ATP-dependent Clp protease ATP-binding subunit ClpE
V1075411	Vegetative protein 19
V1552777	Translation initiation factor IF-2
V1000040	Anaerobic ribonucleoside-triphosphate reductase
V1000106	Formate--tetrahydrofolate ligase 1
V1000564	Cell division protein FtsZ
V1000627	Ribonuclease Y
V1381099	F-ATPase gamma subunit
V1046751	gram-positive signal peptide%2C YSIRK family
V1035062	Carbamate kinase 1
V1000093	Putative penicillin-binding protein PbpX
V1034811	Glucan 1%2C6-alpha-glucosidase
V1000326	Threonine--tRNA ligase
V1852133	Translation initiation factor IF-3
V1852094	Adenylosuccinate lyase
V1836803	Beta-N-acetylhexosaminidase precursor
V1143683	DNA-directed RNA polymerase subunit alpha
V1301126	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
V1000638	Central glycolytic genes regulator
V1462044	Elongation factor Tu
V1000307	Glutamine synthetase
V1006736	Beta-N-acetylhexosaminidase precursor
V1000075	Ribonuclease P protein component
V1000168	Isoleucine--tRNA ligase
V1886336	Phosphocarrier protein HPr
V1000502	Inosine-5'-monophosphate dehydrogenase
V1064214	external scaffolding protein
V1000601	Alanine--tRNA ligase
V1001201	Fructose-bisphosphate aldolase
V1064534	DNA-directed RNA polymerase subunit beta
V1042355	EIIAB-Man
V1594784	Diacylglycerol kinase
V1001368	EIIAB-Man
V1503166	hypothetical protein
V1000594	Carbamoyl-phosphate synthase large chain
V1001468	Leucine--tRNA ligase
V1035063	Arginine deiminase
V1499093	co-chaperonin GroES
V1612021	Cell division protein SepF
V1420563	DNA gyrase subunit B
V1000551	Intracellular maltogenic amylase
V1000009	50S ribosomal protein L15
V1000835	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
V1000144	Vegetative protein 209
V1034862	Phosphoenolpyruvate-protein phosphotransferase
V1000630	preprotein translocase subunit SecA
V1000383	50S ribosomal protein L16
V1000092	D-alanyl-lipoteichoic acid biosynthesis protein DltB
V1581223	Helix-destabilizing protein
V1836820	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase
V1000828	ATP-dependent zinc metalloprotease FtsH
V1000533	CTP synthase
V1162881	Phosphoglucomutase
V1000044	Asparagine synthetase [glutamine-hydrolyzing] 1
V1553534	hypothetical protein
V1000134	HSP-70 cofactor
V1034877	6-phospho-alpha-glucosidase 1
V1006021	hypothetical protein
V1491714	30S ribosomal protein S1
V1000300	Aspartate--tRNA ligase
V1143245	50S ribosomal protein L15
V1503149	Enolase
V1888216	NADH oxidase
V1035064	Arginine/agmatine antiporter
V1000012	50S ribosomal protein L6
V1034832	Ribonuclease J 2
V1000499	Glutamyl-tRNA(Gln) amidotransferase subunit A
V1171078	Uracil phosphoribosyltransferase
V1380652	50S ribosomal protein L15
V1000007	Translation initiation factor IF-1
V1059001	Phosphoenolpyruvate-protein phosphotransferase
V1000010	50S ribosomal protein L30
V1339706	PTS system mannose-specific EIIC component
V1000142	Uridylate kinase
V1882190	MucBP domain protein
V1000014	50S ribosomal protein L14
V1043994	Elongation factor Ts
V1034750	ATP synthase subunit beta
