gene	count	length
V1294718	86008	813
V1295918	85789	99
V1143274	72732	1368
V1367011	61510	150
V1016072	61248	1569
V1000546	60652	1215
V1418913	60017	2556
V1390273	55148	2262
V1137668	53703	510
V1483019	53385	2352
V1265557	50436	1425
V1000122	49963	1191
V1354906	49187	837
V1016074	49182	1284
V1073455	47397	1623
V1010364	44598	1425
V1000171	44002	1752
V1001368	43409	990
V1012818	42446	1146
V1464571	40995	1452
V1189108	40562	366
V1016073	39958	987
V1000545	39646	1350
V1265423	37470	660
V1000886	36976	1290
V1888233	33884	1287
V1395279	33509	1290
V1177462	32544	282
V1574099	32441	798
V1000549	32158	2274
V1000004	29856	939
V1079798	29681	3066
V1022997	29636	648
V1485691	28371	1200
V1044911	28052	474
V1088192	27925	1308
V1467596	27900	534
V1000487	26008	915
V1069833	24963	1803
V1506464	24405	1221
V1000116	24219	1770
V1000639	23499	1017
V1158426	23408	810
V1000640	23005	1215
V1411091	22930	540
V1075033	22304	1020
V1541158	21885	582
V1195882	21863	870
V1736988	21699	612
V1000548	21464	663
V1547956	21019	1440
V1392272	20731	1023
V1201618	20715	2289
V1072266	20260	1308
V1015469	20163	1017
V1093074	20150	510
V1266145	19580	1230
V1891331	19278	6489
V1006727	19200	1188
V1010320	19111	1434
V1344061	18825	1758
V1882992	18485	6687
V1576144	18467	1308
V1499465	17889	909
V1912442	17874	996
V1500439	17342	1203
V1010209	17283	2799
V1000305	17149	1287
V1033869	17050	537
V1144133	17035	426
V1042355	16818	987
V1464170	16802	1515
V1037687	16748	1632
V1000534	16741	720
V1000943	16311	426
V1365503	16005	198
V1430573	15951	360
V1374406	15950	810
V1138842	15821	1782
V1077152	15397	525
V1430275	15356	1515
V1079799	15272	1635
V1879928	15214	936
V1074522	15192	690
V1000527	15097	2091
V1292575	14762	960
V1138616	14391	2559
V1000547	14326	1104
V1150293	14238	1011
V1036606	14169	501
V1238174	14166	567
V1000168	14032	2874
V1328545	14001	195
V1074069	13909	1629
V1064214	13761	459
V1081813	13725	1584
V1013795	13709	1020
V1395747	13647	870
V1440419	13622	717
V1144088	13601	471
V1081400	13599	840
V1551811	13278	201
V1412710	13190	1212
V1043880	13174	702
V1886719	13065	753
V1174611	13063	372
V1000841	12993	570
V1150294	12983	741
V1000018	12927	675
V1175702	12901	627
V1499048	12831	3828
V1576661	12780	1347
V1012379	12721	414
V1014517	12713	1407
V1431607	12649	441
V1481435	12350	1740
V1073967	12276	564
V1272241	12189	330
V1014074	12151	2289
V1152427	12137	990
V1436641	12114	2274
V1521364	12003	330
V1288460	11971	315
V1374743	11961	2262
V1040877	11954	1614
V1043485	11850	309
V1295196	11762	1386
V1010370	11739	2184
V1073738	11716	411
V1164548	11665	3666
V1000642	11634	1299
V1391872	11613	3369
V1143837	11537	273
V1416556	11535	1293
V1152905	11513	543
V1178485	11468	636
V1010451	11388	1230
V1541236	11240	678
V1482495	11147	1032
V1139649	11132	4374
V1000017	11028	438
V1467466	10979	192
V1469282	10948	978
V1553663	10913	2079
V1200739	10850	930
V1108111	10823	2130
V1491685	10819	1116
V1295109	10801	1578
V1000842	10631	753
V1408361	10581	1431
V1577228	10545	1896
V1081021	10528	3663
V1594655	10526	1035
V1881261	10496	921
V1374529	10481	2121
V1820379	10463	444
V1000021	10448	630
V1000008	10439	651
V1567909	10421	246
V1009698	10398	564
V1375437	10361	1656
V1268317	10317	189
V1617844	10299	5262
V1015867	10242	426
V1173647	10191	555
V1138843	10168	2079
V1000079	10111	2448
V1452793	10064	585
V1081399	9992	654
V1435342	9972	333
V1577061	9930	3231
V1266110	9901	3378
V1101641	9880	597
V1000845	9812	1341
V1339799	9708	822
V1358422	9586	594
V1851965	9586	2742
V1042479	9578	1020
V1171078	9532	717
V1339929	9524	981
V1000840	9514	954
V1607579	9478	4860
V1079141	9468	3576
V1483513	9446	1458
V1491714	9423	1425
V1265700	9422	4794
V1547329	9413	972
V1118483	9358	1422
V1687101	9342	735
V1468264	9340	237
V1306539	9289	552
V1000503	9273	2664
V1482595	9251	621
V1277310	9245	177
V1852109	9209	1302
V1366884	9200	276
V1087127	9063	1689
V1017894	8966	429
V1076102	8920	447
V1000641	8881	756
V1577002	8875	450
V1084025	8792	2412
V1084754	8782	1578
V1368958	8781	582
V1613141	8776	414
V1154487	8772	972
V1397777	8721	195
V1580898	8679	516
V1374854	8674	2667
V1138803	8590	1914
V1575066	8543	705
V1553747	8542	5856
V1566080	8526	351
V1010971	8525	1638
V1201619	8520	141
V1073737	8492	738
V1297356	8395	630
V1408247	8378	174
V1076810	8317	375
V1384350	8300	480
V1067188	8244	1776
V1237835	8152	363
V1166870	8144	1446
V1083488	8130	513
V1040054	8119	1464
V1190680	8112	1104
V1266125	8091	2265
V1000594	8045	3192
V1013092	8029	2253
V1150295	8015	969
V1000080	8007	297
V1145224	7950	1524
V1364867	7916	120
V1139917	7900	1758
V1174941	7865	186
V1886336	7825	282
V1011483	7821	438
V1074700	7801	762
V1036425	7799	558
V1541135	7780	1668
V1342904	7749	1695
V1000570	7748	1044
V1553636	7719	1332
V1144210	7691	402
V1006020	7666	837
V1152475	7631	1338
V1887021	7561	1341
V1143984	7558	573
V1481366	7553	930
V1150430	7533	7041
V1375820	7531	1086
V1367057	7512	4239
V1081240	7507	3333
V1912438	7484	5448
V1602665	7425	4098
V1080826	7414	693
V1430882	7409	717
V1150292	7373	978
V1481324	7363	1434
V1000821	7303	1101
V1081970	7301	1710
V1074055	7262	1248
V1000166	7235	564
V1000129	7231	1899
V1592992	7221	1509
V1886416	7165	1017
V1073219	7164	1779
V1481459	7157	6969
V1000007	7148	252
V1340131	7139	774
V1103826	7115	1479
V1420620	7066	2385
V1564708	7058	981
V1574907	7039	1035
V1000003	7032	384
V1852084	7027	366
V1016891	7026	414
V1079173	7004	2979
V1440338	6984	1434
V1851966	6984	8442
V1074148	6967	1368
V1016291	6964	426
V1083489	6960	1335
V1073922	6943	606
V1080453	6922	3027
V1000143	6902	879
V1836804	6901	1512
V1290863	6900	1302
V1000627	6884	1632
V1043070	6883	1023
V1723300	6840	2553
V1879848	6836	324
V1000885	6834	1290
V1354905	6823	1146
V1069194	6790	822
V1037868	6783	768
V1000013	6773	399
V1440841	6755	801
V1552772	6740	1770
V1140098	6714	1527
V1483367	6710	2022
V1118976	6682	159
V1483540	6663	1341
V1841306	6660	3261
V1356383	6659	897
V1080854	6647	2148
V1144313	6620	360
V1000630	6601	2400
V1481392	6601	147
V1075465	6579	999
V1485188	6578	2136
V1000638	6540	1068
V1037768	6517	750
V1045296	6477	402
V1000005	6452	390
V1852094	6451	1305
V1042360	6444	1308
V1294663	6381	261
V1000184	6359	1218
V1886605	6348	903
V1298018	6333	261
V1000326	6313	1932
V1000011	6293	360
V1399043	6282	519
V1138253	6278	1566
V1851978	6269	1308
V1138312	6262	1470
V1083710	6258	2469
V1036980	6248	1644
V1075480	6245	1359
V1000176	6236	639
V1010605	6235	1854
V1085061	6228	1452
V1462086	6213	312
V1352031	6180	195
V1166828	6158	285
V1820402	6157	14901
V1555312	6134	882
V1082561	6132	630
V1080459	6122	1971
V1040586	6121	1338
V1001468	6120	2415
V1445321	6091	5901
V1339706	6078	804
V1009361	6057	990
V1033474	6042	894
V1039802	6042	2508
V1381099	6014	741
V1391945	5996	936
V1482513	5994	2103
V1576398	5977	1143
V1006819	5974	786
V1736951	5966	1380
V1082145	5953	3111
V1091811	5947	501
V1042478	5925	1308
V1153964	5922	1308
V1501870	5921	507
V1017544	5883	1188
V1039764	5880	300
V1500737	5863	996
V1559864	5856	1614
V1079455	5841	1527
V1000551	5834	1749
V1073427	5828	2694
V1880077	5816	1347
V1607589	5802	1551
V1010445	5795	1461
V1199704	5793	2661
V1068084	5790	279
V1016844	5767	2136
V1420669	5766	7065
V1080488	5745	2724
V1010446	5730	1647
V1074685	5667	171
V1016290	5657	2481
V1464441	5654	2643
V1082180	5646	1983
V1010716	5632	501
V1087133	5622	825
V1122767	5600	1305
V1268476	5594	699
V1139283	5571	978
V1012925	5545	1035
V1033803	5524	960
V1552777	5523	3591
V1328086	5506	1911
V1154539	5504	1011
V1886584	5493	690
V1602996	5492	5589
V1238012	5490	723
V1581223	5490	405
V1000093	5485	2286
V1150302	5470	1848
V1433284	5470	201
V1009707	5428	1338
V1879985	5427	561
V1064534	5412	3699
V1410358	5408	816
V1015868	5394	717
V1059001	5384	1065
V1369387	5375	1161
V1883290	5361	2748
V1000040	5352	2190
V1852053	5350	1314
V1364433	5345	756
V1000172	5330	930
V1203300	5305	1689
V1000528	5296	471
V1080015	5293	2019
V1110058	5281	864
V1075073	5280	465
V1073923	5251	999
V1000180	5241	1314
V1464061	5234	2016
V1038297	5229	1653
V1593683	5211	1818
V1012602	5209	1200
V1138844	5205	1365
V1327984	5200	1149
V1080812	5180	2115
V1353182	5176	375
V1000828	5167	2046
V1151091	5137	1635
V1080455	5124	276
V1481442	5124	5304
V1000603	5110	432
V1150296	5106	783
V1364188	5094	1278
V1553616	5090	1686
V1080489	5087	2697
V1595642	5018	243
V1503856	5011	1914
V1851982	5010	1587
V1852083	5007	588
V1013250	4984	222
V1385524	4983	1176
V1039342	4962	519
V1375113	4955	549
V1612479	4941	2127
V1000502	4924	1143
V1380402	4924	3228
V1411416	4920	117
V1175000	4915	2541
V1038507	4903	555
V1375425	4903	1464
V1018464	4874	819
V1040473	4859	1155
V1000142	4853	726
V1422497	4840	294
V1138313	4828	1749
V1617409	4813	447
V1138324	4810	2817
V1000511	4809	1374
V1852140	4807	2028
V1576462	4804	2598
V1074383	4802	1056
V1073414	4786	243
V1000318	4777	2415
V1172385	4765	600
V1033902	4757	447
V1076928	4755	273
V1064194	4751	2259
V1299127	4745	2154
V1072924	4743	414
V1033375	4737	1299
V1138661	4737	2655
V1541210	4719	645
V1008714	4703	2274
V1011016	4703	1419
V1553523	4699	942
V1415812	4697	753
V1394807	4689	1200
V1075411	4665	933
V1000533	4664	1623
V1081969	4662	1023
V1073924	4656	483
V1080997	4652	1821
V1000167	4649	219
V1070014	4641	1197
V1594784	4639	915
V1265582	4635	1209
V1015866	4615	540
V1356740	4611	93
V1000317	4606	525
V1101083	4604	255
V1445683	4598	948
V1177532	4594	450
V1000944	4546	693
V1340164	4546	747
V1438435	4546	390
V1039101	4539	1326
V1463972	4538	1953
V1000109	4527	1314
V1356515	4526	1065
V1381763	4500	918
V1366656	4481	306
V1576738	4461	780
V1389769	4458	405
V1073235	4454	1254
V1381895	4425	1110
V1886409	4422	618
V1079230	4421	1953
V1038290	4418	216
V1394176	4417	1569
V1851977	4414	930
V1083487	4412	567
V1088148	4404	156
V1152674	4397	996
V1104643	4381	2283
V1736967	4381	7329
V1440651	4375	1278
V1085162	4361	918
