gene	geneProduct
V1294718	hypothetical protein
V1143274	gram-positive signal peptide%2C YSIRK family
V1016072	DNA replication initiation protein gpA
V1000546	Maltose/maltodextrin-binding protein precursor
V1418913	Immunoglobulin G-binding protein G precursor
V1265557	Outer membrane protein alpha precursor
V1000122	Elongation factor Tu
V1354906	hypothetical protein
V1016074	capsid protein
V1073455	Phosphoenolpyruvate carboxykinase [ATP]
V1010364	Outer membrane protein alpha precursor
V1000171	Oligopeptide-binding protein AppA precursor
V1001368	EIIAB-Man
V1012818	Acyl-CoA dehydrogenase%2C short-chain specific
V1464571	Elongation factor Tu-B
V1016073	minor spike protein
V1000545	Maltose transport system permease protein MalF
V1265423	hypothetical protein
V1000886	sn-glycerol-3-phosphate-binding periplasmic protein UgpB precursor
V1574099	PTS system mannose-specific EIIC component
V1000549	Maltose phosphorylase
V1000004	DNA-directed RNA polymerase subunit alpha
V1079798	TonB-linked outer membrane protein%2C SusC/RagA family
V1022997	hypothetical protein
V1485691	Elongation factor Tu
V1088192	hypothetical protein
V1000487	Fructose-bisphosphate aldolase
V1069833	Nickel-binding periplasmic protein precursor
V1506464	Elongation factor Tu
V1000116	Pyruvate kinase
V1000639	Glyceraldehyde-3-phosphate dehydrogenase
V1158426	PTS system mannose-specific EIIC component
V1000640	Phosphoglycerate kinase
V1075033	Glyceraldehyde-3-phosphate dehydrogenase A
V1541158	major spike protein
V1195882	Fructose-bisphosphate aldolase
V1736988	hypothetical protein
V1000548	Beta-phosphoglucomutase
V1547956	hypothetical protein
V1201618	Formate acetyltransferase
V1072266	Enolase
V1015469	Electron transfer flavoprotein large subunit
V1266145	S-adenosylmethionine synthase
V1006727	30S ribosomal protein S1
V1010320	putative FAD-linked oxidoreductase
V1344061	Nickel-binding periplasmic protein precursor
V1499465	hypothetical protein
V1912442	6-phosphofructokinase
V1500439	Elongation factor Tu
V1010209	Isoleucine--tRNA ligase
V1000305	Enolase
V1144133	hypothetical protein
V1042355	EIIAB-Man
V1037687	Stress protein H5
V1000534	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1000943	50S ribosomal protein L11
V1138842	30S ribosomal protein S1
V1077152	50S ribosomal protein L10
V1079799	SusD family protein
V1074522	Biopolymer transport protein ExbD/TolR
V1000527	Vegetative protein 19
V1138616	Maltodextrin phosphorylase
V1000547	Trehalose import ATP-binding protein SugC
V1150293	putative oxidoreductase
V1036606	F-type ATPase subunit b
V1238174	Vegetative protein 300
V1000168	Isoleucine--tRNA ligase
V1074069	hypothetical protein
V1064214	external scaffolding protein
V1081813	ATP synthase subunit alpha
V1013795	Nucleoside triphosphate pyrophosphohydrolase
V1081400	Biopolymer transport protein ExbB
V1412710	fibritin
V1000841	F-type ATPase subunit delta
V1150294	Serine 3-dehydrogenase
V1000018	hypothetical protein
V1175702	hypothetical protein
V1499048	DNA-directed RNA polymerase subunit beta
V1012379	Flavodoxin
V1014517	pyrroloquinoline quinone biosynthesis protein PqqE
V1431607	50S ribosomal protein L21
V1073967	50S ribosomal protein L10
V1272241	hypothetical protein
V1014074	Formate acetyltransferase
V1152427	Malate dehydrogenase
V1040877	Phosphoenolpyruvate carboxykinase [ATP]
V1295196	Cell division protein FtsA
V1010370	Ferrous iron transport protein B
V1073738	50S ribosomal protein L22
V1000642	Enolase
V1391872	TonB-linked outer membrane protein%2C SusC/RagA family
V1416556	Immunoglobulin G-binding protein G precursor
V1152905	F-type ATPase subunit delta
V1178485	hypothetical protein
V1010451	Cyclodextrin-binding protein precursor
V1139649	DNA-directed RNA polymerase subunit beta'
V1000017	50S ribosomal protein L16
V1469282	Glutathione transport system permease protein GsiC
V1108111	Elongation factor G
V1295109	Thiol-activated cytolysin
V1000842	F-ATPase subunit 6
V1408361	fibritin
V1081021	Isoleucine--tRNA ligase
V1594655	Stage 0 sporulation protein KD
V1000021	50S ribosomal protein L3
V1000008	Adenylate kinase
V1009698	Alkyl hydroperoxide reductase subunit C
V1015867	50S ribosomal protein L11
V1138843	Outer membrane cobalamin translocator
V1000079	DNA gyrase subunit A
V1081399	protein TolR
V1000845	Glucose-6-phosphate isomerase
V1851965	hypothetical protein
V1042479	Glyceraldehyde-3-phosphate dehydrogenase A
V1171078	Uracil phosphoribosyltransferase
V1339929	L-lactate dehydrogenase
V1000840	F-ATPase gamma subunit
V1607579	hypothetical protein
V1079141	Pyruvate-flavodoxin oxidoreductase
V1491714	30S ribosomal protein S1
V1118483	Maltose/maltodextrin-binding protein precursor
V1687101	hypothetical protein
V1306539	50S ribosomal protein L13
V1000503	Calcium-transporting ATPase
V1852109	gram-positive signal peptide%2C YSIRK family
V1366884	co-chaperonin GroES
V1087127	6-phosphofructokinase isozyme 1
V1017894	Outer membrane protein
V1076102	50S ribosomal protein L15
V1000641	Triosephosphate isomerase
V1084025	putative TonB-dependent receptor precursor
V1084754	SusD family protein
V1613141	30S ribosomal protein S11
V1154487	hypothetical protein
V1580898	hypothetical protein
V1138803	Heat shock protein 70
V1010971	Stage 0 sporulation protein KA
V1073737	hypothetical protein
V1076810	50S ribosomal protein L7/L12
V1384350	30S ribosomal protein S7
V1067188	30S ribosomal protein S1
V1237835	Glutathione transport system permease protein GsiC
V1166870	Outer membrane protein alpha precursor
V1083488	30S ribosomal protein S5
V1040054	putative ABC transporter ATP-binding protein YheS
V1190680	Meso-diaminopimelate D-dehydrogenase
V1266125	Formate acetyltransferase
V1000594	Carbamoyl-phosphate synthase large chain
V1013092	Formate acetyltransferase
V1150295	Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
V1000080	hypothetical protein
V1145224	hypothetical protein
V1139917	Aspartate--tRNA ligase
V1886336	Phosphocarrier protein HPr
V1011483	DNA protection during starvation protein
V1074700	Triosephosphate isomerase
V1036425	hypothetical protein
V1342904	Fimbrial subunit type 1 precursor
V1000570	Rod shape-determining protein MreB
V1006020	50S ribosomal protein L2
V1887021	Trigger factor
V1481366	30S ribosomal protein S1
V1150430	hypothetical protein
V1367057	DNA-directed RNA polymerase subunit beta'
V1081240	hypothetical protein
V1912438	hypothetical protein
V1080826	50S ribosomal protein L1
V1150292	hypothetical protein
V1000821	Lyzozyme M1 (1%2C4-beta-N-acetylmuramidase)
V1081970	Acyl-CoA dehydrogenase
V1074055	hypothetical protein
V1000166	ADP-ribose pyrophosphatase
V1000129	Tyrosine phosphorylated protein A
V1073219	Methylmalonyl-CoA carboxyltransferase 5S subunit
V1481459	Putative Ig domain protein
V1000007	Translation initiation factor IF-1
V1103826	hypothetical protein
V1000003	hypothetical protein
V1852084	50S ribosomal protein L23
V1016891	Helix-destabilizing protein
V1079173	Translation initiation factor IF-2
V1440338	Outer membrane protein alpha precursor
V1851966	Internalin-J precursor
V1074148	Trigger factor
V1016291	pyridoxamine 5'-phosphate oxidase%2C FMN-binding family
V1083489	preprotein translocase subunit SecY
V1073922	hypothetical protein
V1080453	bifunctional preprotein translocase subunit SecD/SecF
V1000143	Elongation factor Ts
V1836804	Lysine--tRNA ligase
V1290863	gram-positive signal peptide%2C YSIRK family
V1000627	Ribonuclease Y
V1043070	hypothetical protein
V1723300	Putative peptidoglycan binding domain protein
V1000885	Ribonuclease J 1
V1354905	hypothetical protein
V1069194	colicin uptake protein TolQ
V1037868	hypothetical protein
V1000013	30S ribosomal protein S8
V1552772	Pyruvate kinase
V1140098	ATP synthase subunit beta%2C sodium ion specific
V1841306	hypothetical protein
V1080854	hypothetical protein
V1000630	preprotein translocase subunit SecA
V1075465	Elongation factor Ts
V1485188	Ribonucleases G and E
V1000638	Central glycolytic genes regulator
V1037768	Pyruvate formate-lyase 1-activating enzyme
V1000005	30S ribosomal protein S11
V1852094	Adenylosuccinate lyase
V1042360	hypothetical protein
V1000184	Bacteriophage peptidoglycan hydrolase
V1000326	Threonine--tRNA ligase
V1000011	50S ribosomal protein L18
V1138253	putative propionyl-CoA carboxylase beta chain 5
V1851978	sn-glycerol-3-phosphate-binding periplasmic protein UgpB precursor
V1138312	Periplasmic pH-dependent serine endoprotease DegQ precursor
V1083710	Phenylalanine--tRNA ligase beta subunit
V1036980	Acetate CoA-transferase YdiF
V1075480	Glucose-6-phosphate isomerase
V1000176	putative glutamine ABC transporter permease protein GlnM
V1010605	Heat shock protein 70
V1085061	Cytosol non-specific dipeptidase
V1166828	hypothetical protein
V1820402	Collagen triple helix repeat (20 copies)
V1082561	50S ribosomal protein L4
V1080459	DNA gyrase subunit B
V1001468	Leucine--tRNA ligase
V1339706	PTS system mannose-specific EIIC component
V1009361	FK506-binding protein
V1039802	Benzylsuccinate synthase alpha subunit
V1381099	F-ATPase gamma subunit
V1391945	product=Deoxyuridine 5'-triphosphate nucleotidohydrolase
V1006819	Glutamine transport ATP-binding protein GlnQ
V1736951	Maltodextrin-binding protein
V1082145	Enterobactin outer-membrane receptor
V1042478	Enolase
V1153964	Acyl-CoA dehydrogenase%2C short-chain specific
V1017544	Elongation factor Tu
V1039764	hypothetical protein
V1500737	6-phosphofructokinase isozyme 1
V1079455	hypothetical protein
V1000551	Intracellular maltogenic amylase
V1073427	4-alpha-glucanotransferase
V1607589	Signal transduction histidine-protein kinase ArlS
V1010445	hypothetical protein
V1199704	hypothetical protein
V1016844	Iron-regulated outer membrane proteins
V1420669	hypothetical protein
V1080488	Pyruvate%2C phosphate dikinase
V1010446	hypothetical protein
V1016290	Leucine--tRNA ligase
V1082180	Fumarate reductase flavoprotein subunit
V1010716	hypothetical protein
V1087133	chromosome segregation protein SMC
V1122767	Enolase
V1268476	CBS domain protein
V1139283	Glucokinase
V1012925	Phosphate acetyltransferase
V1552777	Translation initiation factor IF-2
V1328086	Fimbrial subunit type 1 precursor
V1154539	Glyceraldehyde-3-phosphate dehydrogenase
V1602996	hypothetical protein
V1581223	Helix-destabilizing protein
V1000093	Putative penicillin-binding protein PbpX
V1150302	ADP-ribosylglycohydrolase
V1009707	putative NADH oxidase
V1064534	DNA-directed RNA polymerase subunit beta
V1015868	50S ribosomal protein L1
V1059001	Phosphoenolpyruvate-protein phosphotransferase
V1883290	hypothetical protein
V1000040	Anaerobic ribonucleoside-triphosphate reductase
V1852053	Putative niacin/nicotinamide transporter NaiP
V1000172	Stage 0 sporulation protein KC
V1203300	dihydroxyacetone kinase
V1000528	30S ribosomal protein S7
V1080015	Transketolase
V1110058	30S ribosomal protein S2
V1075073	50S ribosomal protein L13
V1073923	DNA-directed RNA polymerase subunit alpha
V1000180	Uracil transporter
V1464061	Immunoglobulin G-binding protein G precursor
V1038297	Dihydroxy-acid dehydratase
V1593683	Fimbrial subunit type 1 precursor
V1012602	Acetate kinase
V1138844	Histidine--tRNA ligase
V1080812	High temperature protein G
V1000828	ATP-dependent zinc metalloprotease FtsH
V1151091	Thiol-activated cytolysin
V1080455	DNA-binding protein HU-beta
V1481442	Pullulanase
V1000603	Putative Holliday junction resolvase
V1150296	ABC-type uncharacterized transport system%2C permease component
V1080489	Valine--tRNA ligase
V1503856	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
V1851982	putative ABC transporter ATP-binding protein YheS
V1852083	50S ribosomal protein L5
V1013250	Cold shock protein CspC
V1385524	hypothetical protein
V1039342	50S ribosomal protein L10
V1000502	Inosine-5'-monophosphate dehydrogenase
V1380402	Adhesin YadA precursor
V1175000	Aminopeptidase N
V1038507	SigL modulation protein
V1018464	Vegetative protein 209
V1040473	hypothetical protein
V1000142	Uridylate kinase
V1422497	hypothetical protein
V1138313	Phosphoglucomutase
V1617409	hypothetical protein
V1138324	protease3
V1000511	hypothetical protein
V1852140	Methionine--tRNA ligase
V1074383	Glyceraldehyde-3-phosphate dehydrogenase
V1073414	Lipid-binding protein
V1000318	Phenylalanine--tRNA ligase beta subunit
V1172385	TM2 domain protein
V1076928	50S ribosomal protein L28
V1064194	Immunoglobulin G-binding protein G precursor
