gene	count	length
V1034630	19790	483
V1423289	5565	1266
V1143274	5364	1368
V1598369	4886	1398
V1852092	4751	525
V1001305	4437	1212
V1503141	3825	9558
V1001201	3627	912
V1000816	3606	1017
V1000781	3471	1626
V1016072	3277	1569
V1000815	3215	1212
V1000962	3190	2229
V1000814	3008	756
V1000961	2976	717
V1001481	2974	180
V1462044	2854	1206
V1000642	2817	1299
V1001250	2746	2268
V1000639	2623	1017
V1001274	2618	1002
V1256203	2617	1818
V1016074	2580	1284
V1806762	2565	774
V1001011	2564	2130
V1430708	2554	1062
V1481432	2548	1782
V1000956	2544	1821
V1150709	2244	1587
V1806742	2226	2148
V1464571	2215	1452
V1806702	2202	564
V1204532	2152	2730
V1001104	2124	1737
V1000969	2118	1008
V1016073	2084	987
V1002229	2041	858
V1365610	2024	2598
V1598404	2002	1053
V1851961	1957	2178
V1000950	1855	693
V1885950	1854	552
V1890551	1848	288
V1000122	1843	1191
V1150432	1785	579
V1000534	1764	720
V1806743	1761	3669
V1001016	1758	1005
V1001192	1729	1734
V1256223	1721	1314
V1000221	1709	1371
V1806712	1697	1233
V1000277	1690	1404
V1364867	1619	120
V1001253	1602	1590
V1000409	1601	2019
V1001230	1563	1338
V1481338	1559	579
V1203355	1518	1143
V1836875	1492	10926
V1565357	1466	1782
V1204771	1457	6036
V1000907	1429	960
V1302774	1414	282
V1257375	1413	1212
V1492831	1410	126
V1581714	1405	234
V1000407	1349	516
V1000596	1343	1635
V1339929	1337	981
V1000276	1331	1392
V1000390	1312	1293
V1547355	1312	7647
V1301210	1305	1284
V1001040	1302	1317
V1000040	1298	2190
V1000867	1263	4320
V1001276	1250	1227
V1000801	1241	1353
V1047294	1241	2934
V1000376	1216	2091
V1150476	1195	2040
V1577228	1189	1896
V1836851	1187	960
V1886719	1158	753
V1162889	1157	1605
V1305188	1154	231
V1580955	1153	588
V1164548	1150	3666
V1431607	1147	441
V1000433	1142	714
V1836805	1142	2097
V1000797	1136	1908
V1001437	1129	1236
V1000734	1127	363
V1304483	1118	4341
V1000405	1114	2478
V1000922	1110	1083
V1001157	1108	1314
V1000925	1106	2403
V1000079	1104	2448
V1000004	1094	939
V1836857	1090	2883
V1001410	1085	2385
V1001453	1067	468
V1301183	1054	1794
V1462039	1052	1053
V1000373	1051	3663
V1541158	1047	582
V1000685	1039	1356
