gene	count	length
V1034630	227393	483
V1339799	109043	822
V1143274	100683	1368
V1000534	65547	720
V1464571	60048	1452
V1000639	58890	1017
V1852092	57221	525
V1886719	54192	753
V1000122	48072	1191
V1000642	45278	1299
V1364867	36745	120
V1431607	34635	441
V1000116	29270	1770
V1358422	26836	594
V1912442	26543	996
V1852039	24339	555
V1339929	24034	981
V1000836	23724	279
V1851961	23695	2178
V1000487	22927	915
V1000596	22621	1635
V1000075	21877	372
V1432502	20687	591
V1000004	19970	939
V1887021	19794	1341
V1439186	19515	405
V1000943	18860	426
V1000080	18745	297
V1000546	18020	1215
V1073967	17568	564
V1553618	17360	894
V1203355	17211	1143
V1000129	17081	1899
V1430275	17044	1515
V1164548	16802	3666
V1580955	16221	588
V1000549	16138	2274
V1481435	15709	1740
V1264072	15694	483
V1836804	15598	1512
V1000079	15380	2448
V1211148	15235	426
V1886336	14854	282
V1000305	14664	1287
V1306539	14544	552
V1481338	14543	579
V1000886	14413	1290
V1577228	14323	1896
V1000527	14302	2091
V1852016	14277	129
V1836823	14212	375
V1000627	14049	1632
V1553523	13715	942
V1573648	13616	240
V1000545	13268	1350
V1552772	13249	1770
V1552804	13234	1335
V1392006	13157	387
V1000944	12854	693
V1889488	12128	333
V1000630	12055	2400
V1886416	12029	1017
V1034595	11940	786
V1290863	11894	1302
V1000638	11591	1068
V1000640	11450	1215
V1195882	11441	870
V1000821	11286	1101
V1000845	11147	1341
V1000143	11087	879
V1000106	11006	1677
V1340884	10998	429
V1000510	10833	561
V1043485	10782	309
V1547338	10738	291
V1000625	10457	1104
V1000570	10430	1044
V1392216	10221	1011
V1880077	10167	1347
V1580717	10110	414
V1000001	9982	396
V1000040	9912	2190
V1163593	9817	1755
V1607589	9694	1551
V1464170	9677	1515
V1519450	9627	447
V1034832	9488	1902
V1886986	9484	204
V1000548	9316	663
V1000046	9173	477
V1392169	9141	363
V1093074	9049	510
V1392051	8978	1029
V1888216	8785	1431
V1576144	8757	1308
V1033869	8702	537
V1852050	8702	2157
V1256184	8594	795
V1000840	8586	954
V1301126	8459	1830
V1135971	8181	2004
V1033902	8176	447
V1852094	8081	1305
V1886517	8047	576
V1076034	7916	627
V1144304	7766	342
V1612021	7747	429
V1000018	7658	675
V1295374	7653	1467
V1000003	7597	384
V1006020	7569	837
V1000841	7558	570
V1886558	7543	351
V1851967	7445	1083
V1390055	7380	324
V1000882	7311	1200
V1000044	7210	1950
V1592992	7204	1509
V1553668	7033	1308
V1000563	6952	627
V1000134	6899	549
V1162881	6898	1749
V1000171	6874	1752
