gene	count	length
V1728013	317474	441
V1567909	158199	246
V1393646	141575	285
V1177462	96627	282
V1574482	63706	288
V1362482	55419	108
V1031979	53890	774
V1460939	51812	192
V1737033	50166	693
V1337358	45912	1176
V1034175	42812	1230
V1436641	35218	2274
V1728061	31838	969
V1322633	27972	105
V1035957	27078	1344
V1486976	26347	672
V1724279	23197	1344
V1110017	22175	606
V1141371	21960	738
V1301930	21940	459
V1234581	20429	543
V1120164	19844	2145
V1462086	19683	312
V1171816	19542	153
V1574627	17781	231
V1121567	17772	168
V1032240	17315	2283
V1154539	17037	1011
V1036256	16706	1341
V1723592	16322	663
V1345614	16304	1167
V1429840	15960	1908
V1431452	15735	828
V1146465	15526	933
V1185257	15279	792
V1409431	15173	690
V1561099	14755	1014
V1723297	14053	249
V1267525	13959	345
V1345236	13827	318
V1436832	13476	1299
V1031988	13354	1398
V1414237	13072	723
V1436794	12885	1353
V1162280	12786	5769
V1166924	12437	1902
V1723352	12437	228
V1203949	12407	462
V1032135	12272	1626
V1124483	12132	771
V1324900	12078	834
V1389977	12061	303
V1394389	12022	1239
V1614891	11947	333
V1145548	11913	1503
V1085154	11848	423
V1038361	11132	1230
V1518214	10958	342
V1141150	10622	1311
V1031948	10310	1209
V1032026	10290	2058
V1704923	10270	1011
V1368901	10097	927
V1413731	10073	936
V1549573	9817	336
V1167759	9772	1491
V1887247	9541	429
V1033039	9423	1389
V1482933	9322	1128
V1013253	9168	1200
V1380449	9104	2691
V1031976	9075	2478
V1723588	9002	876
V1020434	8907	873
V1031971	8890	3012
V1037512	8828	552
V1295229	8674	96
V1137581	8635	492
V1884207	8521	1410
V1806808	8447	2496
V1036177	8381	1794
V1366835	8371	819
V1436336	8291	2673
V1157276	8267	2646
V1168807	8101	240
V1020633	7994	579
V1724401	7883	168
V1391890	7778	5886
V1015704	7693	2376
V1267660	7649	600
V1371483	7613	411
V1081160	7604	693
V1384044	7597	834
V1445200	7523	552
V1032278	7449	2424
V1364027	7405	1365
V1013684	7292	1320
V1362785	7234	1389
V1032287	7209	1506
V1037518	7178	381
V1834858	7102	573
V1031961	7020	1044
V1437609	7018	369
V1178410	6974	600
V1036259	6911	2250
V1086654	6900	894
V1140341	6799	990
V1032053	6782	615
V1032456	6767	450
V1362787	6740	363
V1032873	6726	4020
V1139878	6710	1671
V1177407	6670	999
V1466719	6647	291
V1411137	6622	441
V1070888	6570	1551
V1367803	6570	462
V1562508	6564	2376
V1032134	6523	2598
V1139685	6503	195
V1140472	6314	471
V1032070	6280	2484
V1168817	6264	369
V1397025	6248	459
V1139748	6245	1050
V1516269	6211	1089
V1141223	6200	690
V1036425	6174	558
V1031944	6049	621
V1168882	6036	483
V1036164	6020	1626
V1752456	6017	1479
V1728018	6006	1482
V1267672	5979	408
V1116704	5940	1827
V1036913	5935	3171
V1019613	5928	1071
V1167012	5850	978
V1032288	5824	330
V1032173	5803	654
V1239597	5774	735
V1145082	5767	1863
V1723757	5621	562
