gene	count	length
V1393646	299461	285
V1414120	78160	147
V1422497	71193	294
V1151091	67594	1635
V1143274	46434	1368
V1395718	42617	888
V1180042	37866	216
V1339799	35036	822
V1154487	31915	972
V1567909	26507	246
V1389977	25951	303
V1465337	24524	1344
V1118483	23795	1422
V1464571	22735	1452
V1181936	22398	2007
V1516610	21819	591
V1051284	21801	282
V1000546	21150	1215
V1122767	20704	1305
V1000122	20550	1191
V1358422	19685	594
V1137315	19326	963
V1506464	19246	1221
V1294718	18900	813
V1020434	18897	873
V1036641	18508	654
V1035957	17978	1344
V1103826	17790	1479
V1886719	17588	753
V1000549	17253	2274
V1103115	16653	1284
V1070545	16342	447
V1482582	16271	5511
V1728013	15851	441
V1362379	15827	972
V1437609	15807	369
V1498898	15597	4911
V1000639	15134	1017
V1200468	14919	432
V1000642	14214	1299
V1177462	14025	282
V1000545	14020	1350
V1108111	13866	2130
V1035994	13847	2157
V1011843	13745	1197
V1489066	13727	660
V1190386	13344	2238
V1431607	13319	441
V1265314	13154	1242
V1010034	13019	489
V1466186	13013	870
V1008929	12932	1020
V1301640	12672	783
V1038424	12636	732
V1016241	12433	2097
V1274094	12370	414
V1106664	12053	2376
V1108186	11966	207
V1301557	11943	657
V1173676	11868	117
V1001368	11165	990
V1019613	10971	1071
V1074383	10601	1056
V1019109	10534	453
V1102521	10475	873
V1364867	10355	120
V1051831	10353	1614
V1391939	10280	873
V1852028	10273	2100
V1294822	10251	900
V1486060	10240	5490
V1190729	10228	1371
V1012356	10200	1155
V1194990	10116	2574
V1064194	9907	2259
V1070544	9896	234
V1071809	9871	378
V1000487	9784	915
V1035935	9777	582
V1360376	9733	303
V1036477	9696	945
V1052640	9633	5499
V1042832	9570	453
V1036042	9551	2766
V1043325	9497	765
V1050217	9490	579
V1008595	9211	276
V1266110	9209	3378
V1075065	9079	1011
V1430275	9066	1515
V1036735	9064	4458
V1071962	9037	2433
V1886336	8897	282
V1145030	8878	975
V1431274	8786	969
V1104643	8767	2283
V1110978	8750	321
V1036001	8635	1656
V1071702	8559	1314
V1000116	8520	1770
V1302490	8479	423
V1072924	8443	414
V1167152	8399	1143
V1912442	8300	996
V1050687	8294	3063
V1522570	8213	2157
V1562775	8168	1704
V1105335	8160	1572
V1006096	8149	594
V1102799	8088	1968
V1074059	8069	2784
V1355107	8019	207
V1137180	8017	780
V1157709	8009	402
V1010364	7966	1425
V1035952	7957	1185
V1000534	7877	720
V1593683	7687	1818
V1036337	7665	1248
V1036333	7642	1668
V1481435	7603	1740
V1464364	7564	1026
V1050626	7563	1404
V1509625	7495	309
V1899904	7494	975
V1195882	7472	870
V1035936	7380	1326
V1000943	7366	426
V1000004	7261	939
V1195161	7247	1893
V1166828	7241	285
V1000836	7105	279
V1074100	7102	438
V1143837	7024	273
V1420975	7008	1629
V1103096	7006	2172
V1851980	6987	1823
V1010393	6940	1290
V1069833	6881	1803
V1887021	6794	1341
V1294890	6768	1821
V1420620	6724	2385
V1488556	6720	792
V1036497	6710	762
V1041413	6611	819
V1547692	6554	2625
V1006746	6543	837
V1491671	6502	219
V1073967	6398	564
V1852039	6367	555
V1000638	6267	1068
V1000841	6195	570
V1000944	6142	693
V1106704	6117	669
V1144133	6113	426
V1579870	6111	225
V1126753	6078	441
V1071943	6045	741
V1574337	6042	300
V1037868	6014	768
V1884215	6011	4305
V1014547	5912	549
V1006727	5902	1188
V1830787	5851	1149
V1043485	5825	309
V1071489	5799	3636
V1043021	5788	675
V1043718	5763	600
V1070514	5717	2757
V1462086	5714	312
V1103723	5712	1188
V1016060	5697	993
V1000548	5683	663
V1883290	5667	2748
V1328066	5625	2490
V1000886	5620	1290
V1008596	5610	1626
V1899941	5600	321
V1164548	5593	3666
V1013092	5539	2253
V1203913	5507	573
V1836823	5438	375
V1465093	5424	1071
V1105020	5417	1203
V1052248	5377	633
V1000845	5367	1341
V1045063	5367	162
V1006749	5365	822
V1175645	5346	318
V1430573	5336	360
V1152428	5328	429
V1035953	5318	2262
V1501153	5313	636
V1042355	5308	987
V1110922	5308	207
V1265423	5226	660
V1574627	5194	231
V1121567	5167	168
V1017600	5160	813
V1851961	5155	2178
V1040054	5138	1464
V1440694	5138	588
V1491714	5124	1425
V1170692	5118	975
V1000527	5101	2091
V1075430	5096	432
V1354657	5067	264
V1042435	5031	1071
V1577228	5020	1896
V1339929	5012	981
V1574099	4999	798
V1035999	4978	1476
V1375599	4966	396
V1290863	4964	1302
V1836804	4960	1512
V1071723	4956	1128
V1040344	4955	234
V1073824	4951	348
V1141291	4949	1266
V1036489	4944	342
V1040586	4935	1338
V1074969	4933	564
V1459762	4911	567
V1000129	4902	1899
V1604668	4889	486
V1013250	4869	222
V1008255	4854	888
V1301872	4847	342
V1093074	4774	510
V1333564	4741	306
V1000080	4736	297
V1482478	4706	9996
V1104190	4705	4023
V1036206	4643	945
V1565756	4643	1371
V1035909	4626	1005
V1043173	4622	981
V1150978	4600	2031
V1035955	4587	840
V1042010	4582	777
V1411137	4571	441
V1350767	4554	543
V1000547	4553	1104
V1482530	4531	993
V1050631	4528	3540
V1464170	4526	1515
V1171816	4515	153
V1069272	4476	1005
V1013881	4474	1431
V1000075	4470	372
V1000630	4462	2400
V1034630	4430	483
V1105021	4424	2067
V1000627	4409	1632
V1576144	4386	1308
V1882055	4384	1005
V1830862	4374	819
V1049217	4331	1977
V1301631	4287	453
V1553618	4286	894
V1139748	4282	1050
V1018397	4271	1776
V1020690	4270	429
V1000040	4253	2190
V1899902	4230	1347
V1577095	4223	1584
V1072887	4212	1704
V1246774	4205	870
V1000640	4198	1215
V1394159	4177	981
V1458155	4174	987
V1852109	4162	1302
V1006020	4151	837
V1306539	4139	552
V1073885	4106	1332
V1069274	4105	540
V1151496	4101	3003
V1806797	4096	1572
V1107825	4093	651
V1015150	4088	2115
V1482476	4083	3327
V1000001	4070	396
V1498444	4066	780
V1072349	4055	1695
V1016547	4047	711
V1016079	4030	1338
V1122823	4030	1551
V1158426	4019	810
V1617841	4017	945
V1140854	4013	2925
V1175843	4011	465
V1000018	4008	675
V1035954	3998	1023
V1000570	3985	1044
V1011979	3981	621
V1016072	3971	1569
V1018651	3963	663
V1019876	3954	726
V1881261	3951	921
V1000305	3906	1287
V1404950	3902	300
V1439186	3901	405
V1335062	3899	822
V1036606	3891	501
V1203621	3890	1170
V1579123	3882	510
V1102328	3877	1065
V1070251	3867	303
V1201308	3861	378
V1000046	3840	477
V1033869	3823	537
V1043606	3823	423
V1036476	3819	489
V1010292	3807	699
V1007211	3799	573
V1036235	3793	1476
V1047561	3780	660
V1356383	3767	897
V1036000	3761	915
V1018398	3741	765
V1101641	3733	597
V1017035	3732	963
V1312712	3706	528
V1071965	3703	1011
V1102774	3703	3387
V1036506	3673	2223
V1604126	3619	882
V1166953	3602	705
V1328086	3584	1911
V1008589	3553	564
V1074263	3543	759
V1103849	3528	1626
V1392154	3525	1398
V1108041	3511	420
V1239238	3501	489
V1406648	3497	450
V1899885	3491	258
V1392207	3485	1227
V1202447	3478	591
V1563399	3461	1674
V1182165	3455	756
V1040667	3426	1662
V1144304	3426	342
V1040546	3400	1287
V1883664	3400	732
V1071805	3383	852
V1392123	3381	1362
V1276525	3376	273
V1058847	3373	1119
V1391839	3373	840
V1021918	3370	819
V1075158	3356	252
V1073538	3335	282
V1151052	3321	7704
V1043512	3320	498
V1328612	3311	471
V1499584	3310	306
V1464526	3306	1668
V1000171	3283	1752
V1176644	3277	282
V1018070	3275	255
V1249266	3265	507
V1000017	3258	438
V1547609	3257	2697
V1267384	3255	1911
V1016074	3239	1284
V1070540	3223	1095
V1196297	3221	1005
V1499918	3213	972
V1000003	3207	384
V1069271	3206	1488
V1000021	3203	630
V1069832	3196	1932
V1006672	3193	579
V1153984	3189	3081
V1000821	3179	1101
V1041146	3175	999
V1294938	3174	2166
V1172938	3166	870
V1010293	3148	345
V1429095	3142	2727
V1464735	3130	2157
V1166810	3111	9201
V1071567	3105	993
V1393246	3101	228
V1525087	3101	1035
V1516653	3100	957
V1073974	3089	513
V1018186	3087	444
V1592992	3084	1509
V1139595	3077	1293
V1016291	3073	426
V1167012	3073	978
V1167147	3040	3546
V1552772	3026	1770
V1008700	3023	1749
V1074451	3013	702
V1577858	3009	852
V1140495	3001	3945
V1040197	2995	273
V1573648	2975	240
V1035921	2974	2256
V1488237	2972	894
V1011840	2962	693
V1830795	2960	792
V1070878	2955	2124
V1899842	2953	1047
V1033925	2946	198
V1073119	2946	747
V1357039	2944	1218
V1102771	2942	1104
V1000143	2940	879
V1023850	2934	528
V1041401	2934	1311
V1554642	2928	444
V1393762	2914	2193
V1340131	2913	774
V1012211	2900	651
V1375474	2897	174
V1363051	2883	1608
V1008574	2869	1251
V1070255	2863	4014
V1420630	2859	816
V1016677	2858	834
V1019971	2837	351
V1482492	2836	3936
V1070527	2835	1680
V1349174	2827	762
V1010431	2821	291
V1851982	2820	1587
V1144313	2818	360
V1151208	2817	2676
V1886416	2798	1017
V1519450	2788	447
V1137332	2784	714
V1100560	2782	267
V1196791	2781	573
V1012527	2780	1308
V1879928	2780	936
V1036540	2772	2649
V1013090	2764	993
V1175702	2756	627
V1193106	2751	204
V1113212	2746	1953
V1541135	2746	1668
V1398523	2737	312
V1612424	2727	711
V1103822	2722	1440
V1247052	2718	582
V1230019	2714	972
V1137305	2697	405
V1172416	2696	354
V1000840	2693	954
V1015359	2689	441
V1268724	2677	714
V1042177	2669	1317
V1611944	2669	5706
V1011929	2665	1227
V1145051	2656	735
V1553636	2654	1332
V1106834	2646	450
V1072249	2645	1023
V1364877	2645	441
V1566473	2643	369
V1334823	2629	1629
V1043057	2628	561
V1392006	2628	387
V1074860	2626	729
V1050630	2623	5988
V1463687	2620	1206
V1006747	2617	639
V1041240	2610	1725
V1577793	2610	1677
V1585357	2609	822
V1071942	2597	681
V1411952	2592	288
V1490435	2590	435
V1562494	2588	957
V1072346	2574	987
V1852016	2572	129
V1072336	2569	1938
V1011838	2565	381
V1182881	2560	507
V1177754	2557	846
V1830786	2553	333
V1406444	2547	477
V1072088	2544	627
V1123354	2543	1392
V1432502	2541	591
V1104025	2540	1329
V1081695	2539	1668
V1009707	2537	1338
V1899878	2532	2448
V1000079	2527	2448
V1514797	2527	1587
V1051286	2522	1110
V1167037	2517	4047
V1399623	2516	6660
V1291612	2515	336
V1295047	2512	4119
V1073339	2502	804
V1084431	2500	702
V1880077	2499	1347
V1334783	2495	1398
V1883636	2481	1776
V1481366	2478	930
V1040850	2462	2622
V1197037	2458	267
V1445321	2456	5901
V1010320	2454	1434
V1018069	2445	399
V1301335	2444	999
V1000325	2439	201
V1036061	2438	1176
V1554518	2438	255
V1042607	2434	534
V1139669	2434	1089
V1008890	2432	2538
V1334707	2428	6825
V1016073	2427	987
V1000596	2426	1635
V1114810	2426	4830
V1072087	2425	1062
V1579780	2421	354
V1334750	2420	6825
V1000023	2415	993
V1052993	2415	7347
V1268926	2411	516
V1322633	2410	105
V1315353	2409	171
V1072538	2406	633
V1912441	2398	762
V1482470	2397	1545
V1547928	2393	2436
V1011041	2391	1530
V1013741	2390	429
V1137137	2387	459
V1607589	2385	1551
V1000475	2381	279
V1197579	2381	501
V1578588	2380	300
V1830876	2377	1266
V1265029	2374	972
V1011839	2371	519
V1013751	2369	447
V1105184	2367	2253
V1013795	2366	1020
V1105053	2358	1674
V1106673	2357	1311
V1302997	2356	267
V1265842	2353	1299
V1442734	2353	1296
V1039813	2350	1785
V1041496	2348	279
V1011347	2339	3099
V1879847	2339	330
V1040198	2338	1638
V1154272	2336	1494
V1033474	2326	894
V1047927	2325	2838
V1041574	2321	1143
V1140160	2318	1500
V1295649	2317	426
V1393761	2315	3378
V1852094	2308	1305
V1034594	2304	1953
V1232264	2304	5391
V1851967	2300	1083
V1899836	2300	405
V1145023	2296	2262
V1140024	2293	1911
V1190798	2285	4071
V1203300	2283	1689
V1000551	2282	1749
V1011842	2282	546
V1431232	2276	321
V1009617	2275	189
V1000842	2271	753
V1889488	2269	333
V1071269	2268	639
V1196827	2268	525
V1016544	2267	306
V1048533	2265	2598
V1297375	2264	186
V1852084	2253	366
V1366998	2252	2589
V1852083	2243	588
V1039888	2242	4134
V1070518	2241	2616
V1103027	2233	2625
V1009119	2231	1011
V1230887	2224	3312
V1548926	2223	375
V1852133	2222	408
V1295109	2221	1578
V1327808	2221	258
V1577853	2221	1650
V1407962	2219	306
V1580955	2212	588
V1190407	2210	2586
V1619285	2205	459
V1072577	2204	1923
V1016545	2202	837
V1562820	2202	1989
V1011526	2198	2598
V1572275	2195	258
V1001546	2187	1218
V1355259	2187	1890
V1013658	2186	1035
V1295196	2183	1386
V1017599	2168	876
V1072612	2166	1635
V1166946	2166	3123
V1200914	2162	636
V1827843	2160	2154
V1578807	2156	777
V1116679	2155	1926
V1102780	2148	2136
V1040682	2145	462
V1574349	2144	3528
V1143275	2143	2379
V1013736	2140	345
V1103127	2139	468
V1532676	2134	747
V1070814	2133	2763
V1395753	2133	864
V1301812	2127	186
V1403079	2127	1524
V1059001	2125	1065
V1110482	2122	867
V1278118	2121	537
V1036542	2119	1998
V1019972	2117	249
V1019239	2111	456
V1036336	2109	1191
V1017148	2108	606
V1553523	2104	942
V1886517	2104	576
V1040289	2099	2076
V1092088	2099	309
V1463991	2099	2337
V1017630	2092	1065
V1879985	2092	561
V1048237	2086	1647
V1000013	2084	399
V1009391	2079	2142
V1576114	2078	10290
V1564938	2075	639
V1012818	2073	1146
V1073264	2071	1785
V1577821	2068	1377
V1552777	2066	3591
V1116409	2064	621
V1200257	2063	1590
V1723204	2060	180
V1158131	2057	516
V1171426	2056	1035
V1071158	2054	1014
V1105210	2051	999
V1613276	2051	438
V1724085	2051	5331
V1345614	2049	1167
V1000184	2047	1218
V1076442	2044	639
V1311516	2044	753
V1574952	2044	615
V1000533	2043	1623
V1422085	2038	492
V1015356	2037	537
V1886558	2037	351
V1301340	2034	1092
V1073574	2029	297
V1482595	2029	621
V1000476	2028	882
V1042005	2026	1122
V1072207	2025	987
V1550302	2025	570
V1360328	2024	165
V1035985	2018	2712
V1564002	2016	1851
V1000151	2013	273
V1035899	2010	855
V1176776	2010	1200
V1143377	2007	1899
V1137504	2006	678
V1294845	2005	8127
V1035956	2003	843
V1200610	1998	1332
V1034832	1995	1902
V1578061	1994	1647
V1036070	1993	1953
V1328008	1993	2421
V1320246	1992	480
V1033902	1991	447
V1035966	1991	2742
V1102525	1991	1833
V1278101	1991	579
V1201637	1989	3684
V1088148	1988	156
V1881749	1986	192
V1012379	1985	414
V1547691	1984	1866
V1498708	1980	1638
V1252260	1976	276
V1145014	1973	2013
V1390055	1973	324
V1251749	1972	399
V1107364	1971	1974
V1137203	1971	1719
V1010370	1970	2184
V1103019	1969	2340
V1334943	1967	1173
V1070529	1966	1500
V1291459	1965	1599
V1000172	1958	930
V1071794	1951	1380
V1104572	1949	1245
V1313026	1949	348
V1340164	1949	747
V1554640	1948	396
V1580898	1948	516
V1144908	1938	1932
V1568525	1935	597
V1044621	1933	375
V1054408	1926	1293
V1102849	1921	1767
V1195125	1919	1143
V1576613	1919	1638
V1036143	1918	996
V1000323	1916	915
V1018798	1916	1935
V1266066	1916	255
V1566341	1914	495
V1103020	1913	1497
V1392504	1913	168
V1007844	1911	2427
V1044523	1906	399
V1137117	1905	1974
V1084075	1904	993
V1827925	1899	3351
V1021626	1898	972
V1016548	1896	213
V1038298	1892	2667
V1011483	1890	438
V1883503	1890	1890
V1036064	1889	3378
V1041772	1888	660
V1006685	1886	2592
V1564939	1885	1404
V1482513	1877	2103
V1000317	1875	525
V1015469	1875	1017
V1000008	1873	651
V1103026	1872	1320
V1400168	1871	840
V1040497	1870	528
V1075845	1868	297
V1153024	1868	360
V1048870	1866	615
V1482483	1865	969
V1009110	1857	405
V1583446	1854	213
V1071342	1851	2238
V1020208	1850	378
V1042212	1850	471
V1382281	1850	300
V1103525	1847	2622
V1042452	1842	306
V1595900	1840	393
V1604095	1840	162
V1589763	1839	339
V1006779	1835	762
V1200606	1834	1116
V1017254	1830	2187
V1364365	1824	984
V1580709	1822	216
V1617431	1821	2115
V1041482	1818	444
V1103188	1808	891
V1105054	1808	1443
V1335190	1808	648
V1076417	1807	219
V1584408	1803	477
V1290734	1801	3102
V1103087	1799	2667
V1327231	1799	267
V1565365	1799	738
V1049300	1798	318
V1376608	1796	567
V1882035	1796	1335
V1008256	1793	993
V1052992	1790	5856
V1008740	1789	3030
V1295293	1786	660
V1008253	1785	462
V1201618	1785	2289
V1551511	1785	345
V1241133	1784	987
V1334851	1784	267
V1547338	1781	291
V1827936	1781	3312
V1295076	1780	2655
V1391945	1779	936
V1056338	1775	495
V1564166	1774	1596
V1302236	1770	453
V1044087	1769	708
V1104194	1768	3057
V1039373	1766	2943
V1039856	1766	567
V1102935	1763	3327
V1102993	1763	1614
V1173881	1763	372
V1000093	1762	2286
V1076330	1762	465
V1390136	1760	306
V1443890	1759	456
V1899938	1759	399
V1579107	1756	258
V1113449	1752	1743
V1073959	1750	2415
V1078022	1746	357
V1183252	1738	1467
V1036203	1735	1656
V1103157	1734	2682
V1499129	1734	1212
V1103580	1733	669
V1603144	1731	2088
V1013735	1728	630
V1069273	1728	1674
V1353443	1727	363
V1009365	1721	165
V1111563	1721	459
V1008252	1720	2094
V1039744	1720	2808
V1553668	1719	1308
V1576760	1717	399
V1141932	1715	822
V1044143	1714	264
V1334933	1714	420
V1899914	1714	219
V1073864	1713	813
V1381763	1713	918
V1073573	1712	1017
V1017130	1710	546
V1104574	1710	1563
V1000603	1708	432
V1075411	1708	933
V1073539	1701	2037
V1125222	1700	708
V1007888	1697	1458
V1527233	1696	378
V1015291	1695	1320
V1073182	1695	1779
V1463690	1694	6633
V1072122	1693	1281
V1103197	1692	1674
V1177974	1688	798
V1463123	1688	822
V1443373	1687	450
V1022240	1684	615
V1035998	1684	426
V1104691	1684	2163
V1041145	1683	1122
V1394176	1683	1569
V1000625	1680	1104
V1326836	1680	324
V1075953	1678	336
V1011836	1675	4314
V1102642	1675	1410
V1560975	1673	2049
V1851966	1673	8442
V1882083	1671	168
V1465624	1670	789
V1565544	1670	438
V1581223	1667	405
V1017131	1665	366
V1576790	1662	783
V1302595	1661	402
V1043208	1660	582
V1039810	1659	603
V1000025	1657	243
V1185346	1652	582
V1201892	1652	903
V1041687	1648	1017
V1000326	1646	1932
V1011255	1645	1989
V1017771	1645	1386
V1469282	1645	978
V1000009	1644	441
V1000828	1643	2046
V1190092	1643	279
V1423344	1640	1422
V1010322	1636	411
V1013737	1635	825
V1020074	1635	744
V1342448	1635	2685
V1075018	1633	966
V1081849	1633	1368
V1107826	1631	279
V1265357	1628	1236
V1008707	1625	873
V1036877	1619	1689
V1830888	1619	11268
V1268476	1618	699
V1016293	1616	2295
V1335163	1616	639
V1199942	1615	3255
V1464177	1614	993
V1142964	1611	348
V1166772	1611	1491
V1014340	1610	897
V1052386	1609	915
V1196227	1608	891
V1000604	1605	312
V1247112	1605	423
V1007060	1603	1011
V1375437	1602	1656
V1141045	1593	1035
V1033803	1588	960
V1010072	1585	1101
V1345232	1582	528
V1000124	1581	255
V1378554	1581	240
V1000564	1578	1263
V1839158	1578	1035
V1102810	1576	2298
V1157549	1576	1029
V1564801	1576	486
V1899933	1574	1188
V1265462	1573	1929
V1166796	1569	2496
V1542216	1569	5388
V1000574	1568	1728
V1102526	1568	1371
V1295001	1567	6012
V1392067	1567	1110
V1159777	1566	738
V1465724	1560	1458
V1268240	1559	4962
V1827699	1559	2055
V1886605	1559	903
V1381895	1558	1110
V1105057	1556	636
V1409457	1556	1410
V1011045	1554	519
V1042141	1554	594
V1103557	1554	2979
V1381099	1554	741
V1301791	1552	687
V1265661	1551	492
V1342743	1551	3033
V1431685	1549	357
V1075585	1548	1107
V1042869	1546	948
V1016276	1545	1338
V1013740	1542	729
