gene	count	length
V1852142	155574	1302
V1034630	48610	483
V1211148	28594	426
V1364867	28397	120
V1448552	27775	258
V1836803	22016	1284
V1423289	20599	1266
V1000639	19082	1017
V1464571	17051	1452
V1000642	14487	1299
V1000122	13525	1191
V1000534	12903	720
V1046751	12708	1299
V1310212	12422	1236
V1339929	11310	981
V1851961	10576	2178
V1358422	10526	594
V1000596	9910	1635
V1430275	9211	1515
V1882989	9098	7992
V1000116	8630	1770
V1431607	8161	441
V1000487	8096	915
V1615108	8051	123
V1620445	7716	381
V1203355	7592	1143
V1580955	7273	588
V1503141	7027	9558
V1912442	6951	996
V1577228	6608	1896
V1886336	6470	282
V1481435	6423	1740
V1819416	6185	2121
V1000638	6106	1068
V1852039	5784	555
V1000943	5710	426
V1000004	5683	939
V1607555	5639	900
V1149402	5574	600
V1552804	5559	1335
V1000549	5454	2274
V1195882	5384	870
V1000836	5269	279
V1033803	5150	960
V1034901	5098	1470
V1000546	5014	1215
V1000527	4958	2091
V1836804	4958	1512
V1885559	4845	114
V1000886	4831	1290
V1547338	4763	291
V1000821	4741	1101
V1519450	4734	447
V1000640	4691	1215
V1306539	4665	552
V1340131	4655	774
V1000080	4603	297
V1600200	4583	1740
V1000079	4571	2448
V1000305	4556	1287
V1458297	4476	1131
V1000627	4452	1632
V1851967	4438	1083
V1852092	4404	525
V1852016	4387	129
V1887021	4253	1341
V1073967	4165	564
V1886517	4144	576
V1392216	4138	1011
V1000075	3973	372
V1464170	3861	1515
V1000570	3832	1044
V1000129	3822	1899
V1552772	3794	1770
V1886558	3692	351
V1334758	3667	1500
V1000134	3659	549
V1553523	3618	942
V1000545	3612	1350
V1257303	3592	1326
V1886416	3535	1017
V1000001	3497	396
V1872766	3496	2184
V1432502	3330	591
V1164548	3313	3666
V1016072	3282	1569
V1000040	3260	2190
V1381099	3227	741
V1889488	3214	333
V1000548	3206	663
V1000944	3205	693
V1035132	3174	843
V1000841	3173	570
V1000475	3172	279
V1851982	3160	1587
V1000845	3156	1341
V1607589	3118	1551
V1000625	3102	1104
V1576144	3102	1308
V1204223	3100	7362
V1033869	3041	537
V1036606	3037	501
V1000023	2987	993
V1000630	2974	2400
V1573648	2962	240
V1006095	2956	891
V1043485	2897	309
V1144304	2876	342
V1264549	2862	504
V1553618	2858	894
V1339711	2854	519
V1886986	2761	204
V1000123	2735	270
V1006020	2728	837
V1203576	2728	960
V1880077	2711	1347
V1033902	2701	447
V1211229	2698	1443
V1568794	2679	558
V1491714	2658	1425
V1016074	2652	1284
V1852109	2634	1302
V1439186	2616	405
V1034832	2598	1902
V1006727	2579	1188
V1592992	2559	1509
V1576760	2548	399
V1104333	2499	993
V1836805	2489	2097
V1136538	2450	1350
V1323334	2422	1593
V1852094	2412	1305
V1000564	2406	1263
V1448519	2406	1020
V1162881	2401	1749
V1448327	2384	957
V1204231	2359	2640
V1268476	2347	699
V1886598	2333	468
V1819563	2329	1104
V1000171	2319	1752
V1612021	2269	429
V1481338	2208	579
V1136133	2197	1632
V1500383	2157	1317
V1093074	2144	510
V1191213	2141	2637
V1000842	2136	753
V1000044	2135	1950
V1597389	2131	456
V1155228	2122	1191
V1316229	2119	198
V1006735	2099	1347
V1000641	2097	756
V1836833	2084	11382
V1000574	2081	1728
V1000840	2079	954
V1599086	2079	237
V1420563	2057	1971
V1553668	2049	1308
V1143984	2045	573
V1541162	2038	9300
V1888223	2028	819
V1016073	2026	987
V1203300	2023	1689
V1157115	2018	1287
V1000003	2013	384
V1430882	2000	717
V1000143	1986	879
V1136163	1983	573
V1576462	1981	2598
V1594051	1975	1293
V1000018	1968	675
V1364877	1959	441
V1001477	1954	423
V1136116	1948	369
V1136203	1946	1047
V1580921	1924	657
V1392051	1906	1029
V1000017	1881	438
V1000828	1881	2046
V1886387	1880	1008
V1000151	1876	273
V1000563	1876	627
V1150384	1875	510
V1000184	1870	1218
V1542216	1861	5388
V1000057	1830	990
V1481366	1804	930
V1483972	1803	10128
V1059001	1786	1065
V1211201	1782	1296
