gene	count	length
V1574482	279968	288
V1728013	278301	441
V1393646	43526	285
V1422497	35517	294
V1145030	34779	975
V1414120	30604	147
V1301930	23071	459
V1705067	21162	579
V1596952	20611	732
V1037868	18490	768
V1167012	16932	978
V1334911	16899	921
V1009516	16274	1296
V1013253	14549	1200
V1384044	14452	834
V1181936	14318	2007
V1687687	14247	7440
V1015704	13111	2376
V1036379	11043	2286
V1265517	11040	1143
V1239069	10941	657
V1103535	10773	969
V1409431	10724	690
V1010633	10468	1932
V1795643	10011	360
V1436641	9586	2274
V1143164	9409	204
V1140472	9057	471
V1013919	8960	3822
V1524304	8387	150
V1567909	8346	246
V1555046	8294	228
V1036976	8278	2454
V1032060	8171	1104
V1265811	8142	2643
V1198672	7927	732
V1123844	7727	1335
V1230019	7617	972
V1154487	7597	972
V1302192	7447	468
V1167759	7432	1491
V1037443	7411	1443
V1177462	7392	282
V1108326	7322	2484
V1620794	7279	279
V1051284	7248	282
V1612833	7072	705
V1723757	7023	562
V1198668	7016	1899
V1011230	6916	621
V1267672	6710	408
V1386117	6655	876
V1171816	6596	153
V1462086	6579	312
V1007249	6469	3915
V1687741	6407	1344
V1017823	6377	369
V1007262	6276	558
V1042838	6274	972
V1103096	6263	2172
V1015967	6199	621
V1576072	6197	285
V1291853	6139	252
V1167633	6072	1497
V1036253	5984	1203
V1381548	5913	1599
V1194763	5889	345
V1038310	5872	768
V1121567	5848	168
V1301690	5831	537
V1009071	5815	6045
V1574627	5766	231
V1003154	5745	543
V1006096	5737	594
V1038020	5696	492
V1007273	5692	1116
V1436495	5680	426
V1037355	5677	1005
V1409436	5574	2097
V1038323	5537	921
V1724122	5528	453
V1687756	5455	1341
V1011667	5378	468
V1153304	5357	297
V1322633	5346	105
V1013250	5324	222
V1171839	5309	1542
V1301559	5301	414
V1198623	5253	4020
V1012497	5212	2034
V1086898	5159	1332
V1806797	5099	1572
V1687738	5093	2991
V1102799	5069	1968
V1265314	5036	1242
V1619477	4977	711
V1362959	4963	6048
V1015427	4954	2757
V1009625	4926	471
V1265160	4902	2799
V1053019	4823	2934
V1035957	4773	1344
V1620435	4755	285
V1839158	4740	1035
V1103744	4705	5169
V1302190	4679	498
V1445377	4668	2130
V1723592	4617	663
V1301432	4546	888
V1687672	4462	996
V1201914	4439	999
V1012495	4419	684
V1014147	4419	2088
V1036882	4382	3762
V1172284	4365	516
V1498789	4326	414
V1010634	4318	5514
V1103115	4302	1284
V1012542	4299	1695
V1723300	4242	2553
V1020161	4241	816
V1705123	4235	1320
V1436391	4186	684
V1043574	4180	564
V1834913	4171	1395
V1391997	4162	1197
V1007264	4153	2076
V1016241	4121	2097
V1036212	4114	1404
V1009263	4092	3300
V1175472	4086	2790
V1011227	4073	1368
V1234581	4041	543
V1154539	4040	1011
V1445242	4004	633
V1393333	3989	342
V1126877	3986	771
V1009745	3982	870
V1870024	3943	3420
V1037335	3938	210
V1019461	3896	1488
V1007250	3893	1416
V1464526	3879	1668
V1465337	3858	1344
V1105335	3856	1572
V1247413	3842	939
V1383863	3835	924
V1173676	3832	117
V1175846	3824	1557
V1007256	3812	1488
V1012234	3809	489
V1012496	3794	1626
V1020434	3776	873
V1139685	3756	195
V1368877	3745	714
V1486082	3724	1092
V1175707	3696	564
V1723076	3682	1806
V1009590	3668	3102
V1036454	3664	3162
V1849102	3661	3531
V1036755	3618	2625
V1007271	3614	1482
V1483059	3614	2640
V1348573	3584	738
V1298130	3558	300
V1554020	3524	1230
V1185257	3482	792
V1036333	3454	1668
V1108186	3453	207
V1009679	3439	1173
V1104057	3434	1674
V1883655	3414	5925
V1012582	3404	999
V1009677	3400	2709
V1104524	3372	2391
V1283274	3362	222
V1009594	3349	1608
V1042832	3340	453
V1016652	3325	1005
V1345236	3318	318
V1016999	3311	1197
V1105020	3304	1203
V1301614	3285	525
V1042435	3259	1071
V1430683	3231	1143
V1019516	3224	1731
V1482934	3201	2625
V1368890	3193	1884
V1139037	3185	303
V1291537	3167	840
V1074897	3165	672
V1141462	3163	1572
V1375474	3133	174
V1181469	3132	1317
V1036497	3127	762
V1436794	3117	1353
V1834915	3095	7668
V1105021	3092	2067
V1012945	3086	1050
V1007270	3075	1680
V1102328	3064	1065
V1604018	3056	834
V1086654	3041	894
V1724685	3038	1347
V1036001	3035	1656
V1445404	3031	1449
V1012313	3016	2340
V1414237	3002	723
V1351200	2988	405
V1899842	2987	1047
V1011375	2986	3126
V1032287	2986	1506
V1554285	2985	534
V1172547	2980	1116
