gene	count	length
V1728013	253532	441
V1177462	138757	282
V1574482	93555	288
V1393646	70269	285
V1013092	58284	2253
V1436641	40906	2274
V1884213	36025	3552
V1567909	29625	246
V1012818	28171	1146
V1008596	26222	1626
V1322633	25485	105
V1139595	23212	1293
V1013090	21074	993
V1075776	20859	159
V1008595	20685	276
V1238174	18109	567
V1037687	17823	1632
V1151091	17530	1635
V1051831	17438	1614
V1011843	16855	1197
V1553663	16717	2079
V1166828	15402	285
V1105083	15301	1305
V1008929	15284	1020
V1240359	15143	1464
V1039094	14900	570
V1011087	14152	1812
V1366998	13634	2589
V1050217	12287	579
V1167152	12160	1143
V1037377	12086	552
V1375474	12085	174
V1015469	11654	1017
V1007084	11582	270
V1013250	11503	222
V1384350	10977	480
V1175702	10930	627
V1006685	10689	2592
V1144908	10676	1932
V1357096	10617	1305
V1007076	10322	1299
V1014080	9927	2079
V1015868	9829	717
V1016891	9790	414
V1040586	9304	1338
V1513559	9274	456
V1157905	9269	1521
V1012820	9209	1287
V1013795	9084	1020
V1553749	9003	1296
V1074835	8985	1629
V1077089	8792	573
V1367057	8675	4239
V1042097	8586	1200
V1574816	8491	1347
V1047883	8466	528
V1367500	8440	1164
V1265462	8409	1929
V1010320	8278	1434
V1015867	8114	426
V1007060	8112	1011
V1139691	8095	1317
V1011088	8033	1143
V1012671	7955	1380
V1328802	7851	933
V1687741	7796	1344
V1052940	7746	879
V1118483	7658	1422
V1392011	7529	237
V1018397	7524	1776
V1436794	7459	1353
V1145959	7411	747
V1013091	7407	735
V1010605	7388	1854
V1015150	7365	2115
V1010703	7354	546
V1200468	7320	432
V1554623	7307	459
V1012333	7251	1311
V1154539	7225	1011
V1016890	7202	309
V1015220	7111	777
V1010069	7091	1395
V1012852	7059	978
V1394389	7028	1239
V1011471	7024	1017
V1374406	7017	810
V1010067	6963	1515
V1008890	6832	2538
V1394807	6805	1200
V1011840	6784	693
V1015866	6775	540
V1358470	6770	735
V1368199	6742	735
V1006798	6656	2055
V1266145	6654	1230
V1102145	6610	648
V1010716	6560	501
V1008255	6546	888
V1375517	6401	1077
V1009516	6324	1296
V1553674	6235	831
V1153964	6190	1308
V1460737	6080	189
V1012672	6023	1761
V1185257	5989	792
V1018464	5949	819
V1010431	5945	291
V1012819	5926	1122
V1553636	5921	1332
V1006746	5914	837
V1237459	5845	891
V1197020	5787	687
V1334911	5771	921
V1265582	5738	1209
V1015704	5704	2376
V1011842	5596	546
V1337358	5550	1176
V1200610	5494	1332
V1553616	5461	1686
V1008252	5457	2094
V1881898	5442	738
V1014358	5429	1452
V1155393	5422	2079
V1382261	5422	525
V1011016	5403	1419
V1008574	5317	1251
V1011836	5215	4314
V1009119	5195	1011
V1012527	5158	1308
V1106664	5132	2376
V1523254	5115	636
V1138974	5079	1818
V1594514	5078	1365
V1413629	5052	1317
V1044739	5018	216
V1394898	5013	501
V1012925	5008	1035
V1006634	4995	1149
V1153304	4990	297
V1012921	4977	546
V1006672	4964	579
V1819340	4960	9630
V1431232	4951	321
V1201637	4942	3684
V1039802	4940	2508
V1008589	4927	564
V1038310	4923	768
V1012417	4908	423
V1923947	4900	432
V1013751	4898	447
V1070848	4893	1335
V1016072	4888	1569
V1291853	4865	252
V1301930	4864	459
V1330982	4860	717
V1039764	4816	300
V1201308	4810	378
V1012670	4799	2397
V1139410	4798	2661
V1139685	4773	195
V1820405	4744	1263
V1150816	4705	498
V1362787	4702	363
V1884198	4677	1245
V1008438	4675	1452
V1036379	4666	2286
V1037443	4664	1443
V1013652	4661	1122
V1141150	4655	1311
V1467629	4611	531
V1013130	4570	1455
V1006747	4558	639
V1588398	4549	381
V1013074	4545	1356
