gene	count	length
V1177462	130303	282
V1039094	65375	570
V1405017	61962	732
V1342924	60284	2238
V1594594	48242	1278
V1393646	45780	285
V1067936	35222	2265
V1006927	34619	1365
V1728013	34251	441
V1567909	31872	246
V1074313	30549	228
V1007844	26600	2427
V1421347	25548	957
V1066646	25092	1341
V1604062	23316	990
V1574482	22541	288
V1067937	19432	732
V1190199	18545	2247
V1881261	18256	921
V1010451	17993	1230
V1110058	17595	864
V1414120	17591	147
V1200593	16594	1335
V1422497	15925	294
V1396428	15835	576
V1011530	15551	996
V1105638	15445	1401
V1014561	15075	219
V1294607	14563	306
V1268218	13868	1563
V1121000	13857	2145
V1013092	13705	2253
V1394990	13627	1797
V1322633	13059	105
V1344061	11443	1758
V1200931	11231	552
V1235967	11203	276
V1013090	11151	993
V1583622	11113	621
V1190195	10940	1527
V1066910	10479	1548
V1144748	9640	573
V1567778	9169	675
V1015187	9109	1005
V1018179	8914	651
V1506464	8621	1221
V1365741	8468	855
V1067558	8460	1020
V1066658	8299	1605
V1109394	8262	840
V1066144	8207	267
V1046055	8160	279
V1015188	8141	1488
V1549500	8094	951
V1008385	8077	1440
V1114426	8064	7383
V1065539	8040	2163
V1602908	7983	9747
V1393635	7978	1461
V1612079	7748	2898
V1007951	7710	852
V1066648	7704	3939
V1171010	7699	459
V1239784	7694	411
V1603001	7694	2019
V1687090	7650	1341
V1050687	7510	3063
V1200297	7488	522
V1181936	7436	2007
V1363555	7412	1380
V1067114	7377	1686
V1375517	7221	1077
V1006096	6975	594
V1557734	6963	1302
V1235913	6759	1551
V1806808	6756	2496
V1069376	6604	1518
V1462086	6580	312
V1420994	6384	1524
V1462237	6341	840
V1570731	6319	357
V1067088	6299	864
V1806797	6251	1572
V1153240	6118	300
V1736881	6116	1338
V1574627	6033	231
V1009346	6015	1620
V1121567	5951	168
V1366716	5915	1527
V1436641	5831	2274
V1356896	5815	960
V1109176	5759	1677
V1235912	5755	885
V1088148	5753	156
V1167012	5742	978
V1066664	5738	1737
V1038361	5638	1230
V1551811	5606	201
V1038810	5575	435
V1414483	5564	624
V1233016	5556	1404
V1103554	5512	1056
V1553939	5496	1071
V1008596	5492	1626
V1375370	5481	1500
V1724620	5437	147
V1341867	5421	492
V1171816	5397	153
V1151424	5317	564
V1265423	5263	660
V1065923	5219	1398
V1068297	5156	1371
V1066640	5108	1230
V1139467	5088	342
V1507092	5039	1356
V1146847	5017	666
V1335458	4963	414
V1067559	4938	1254
V1146501	4936	915
V1065536	4919	1425
V1501661	4908	561
V1066641	4906	2070
V1355408	4892	1620
V1065916	4888	1410
V1067955	4815	393
V1463976	4792	519
V1007084	4762	270
V1200084	4750	1908
V1400820	4745	5505
V1367500	4738	1164
V1339799	4713	822
V1687755	4707	384
V1066925	4643	2259
V1403556	4605	1257
V1105002	4583	543
V1067061	4545	1788
V1560688	4515	2004
V1373615	4509	3090
V1067581	4490	1686
V1421921	4480	360
V1066613	4467	912
V1509142	4465	564
V1007441	4449	2787
V1066917	4448	2718
V1008216	4428	1626
V1171477	4416	390
V1065433	4403	1338
V1103275	4360	405
V1440258	4351	8913
V1007060	4344	1011
V1464527	4328	168
V1194937	4300	894
V1011271	4294	759
V1362785	4292	1389
V1420901	4288	522
V1268246	4254	864
V1445428	4215	1425
V1008929	4183	1020
V1013898	4166	417
V1270765	4119	357
V1201556	4114	3837
V1066655	4101	1320
V1200393	4100	1260
V1015186	4092	582
V1380123	4085	855
V1595642	4085	243
V1012333	4074	1311
V1011843	4072	1197
V1201501	4071	2253
V1370810	4032	198
V1594277	4020	1524
V1115775	3993	2796
V1420695	3992	9744
V1011847	3979	1227
V1067579	3974	1614
V1482700	3944	2787
V1502936	3939	321
V1010320	3928	1434
V1467358	3927	417
V1736985	3923	2484
V1582926	3922	1518
V1292722	3905	846
V1143274	3904	1368
V1086347	3892	159
V1328565	3891	237
V1322281	3881	336
V1074835	3847	1629
V1103115	3845	1284
V1010450	3843	1401
V1068294	3822	2250
V1065438	3810	1620
V1008226	3800	282
V1553877	3763	807
V1421267	3751	513
V1190145	3742	2199
V1066663	3733	1851
