gene	count	length
V1852142	80377	1302
V1728013	70943	441
V1574482	51641	288
V1013092	44987	2253
V1013292	34455	3069
V1016999	32972	1197
V1620794	26078	279
V1013090	23958	993
V1486082	22745	1092
V1017370	22721	1071
V1017823	22335	369
V1190796	21466	2070
V1367500	20761	1164
V1019516	20758	1731
V1393646	18872	285
V1051482	17645	1113
V1067673	16151	1206
V1109201	15946	1230
V1011843	14986	1197
V1023795	14057	552
V1017369	13542	918
V1108633	13502	1776
V1357096	13313	1305
V1053544	13143	1626
V1013671	12909	1344
V1007076	12436	1299
V1008929	12365	1020
V1013293	12270	1644
V1827526	12154	1230
V1051831	11689	1614
V1283274	11568	222
V1053780	11473	306
V1007060	11374	1011
V1015255	11172	1029
V1012333	10892	1311
V1017002	10468	693
V1018831	10468	1770
V1464571	10336	1452
V1014775	10321	663
V1015637	10265	1320
V1856844	10204	294
V1017390	10182	2157
V1074835	10107	1629
V1358422	9919	594
V1139748	9886	1050
V1442734	9869	1296
V1014772	9841	2118
V1013667	9821	1014
V1177462	9773	282
V1014696	9746	882
V1200284	9681	1137
V1055790	9660	1902
V1526309	9540	1029
V1067810	9506	1338
V1216207	9457	579
V1014080	9417	2079
V1067311	9204	1614
V1022782	8921	486
V1322633	8902	105
V1000546	8811	1215
V1021099	8795	549
V1381731	8785	1194
V1151496	8781	3003
V1013428	8517	2895
V1000122	8314	1191
V1041711	8259	651
V1041712	8258	630
V1049457	8208	2592
V1007084	8158	270
V1014694	8053	654
V1049442	8005	1452
V1211148	7983	426
V1531339	7981	402
V1017462	7978	2082
V1020573	7944	873
V1585494	7883	855
V1015296	7875	465
V1157905	7789	1521
V1102817	7761	252
V1049612	7740	684
V1042531	7638	693
V1049970	7556	1248
V1047883	7519	528
V1884213	7511	3552
V1020523	7220	1212
V1015384	7217	3651
V1014776	7199	444
V1015150	7185	2115
V1375517	7164	1077
V1411137	7153	441
V1042097	7130	1200
V1198780	7122	603
V1049967	7089	1260
V1198798	7087	759
V1020454	7076	318
V1015295	6986	2274
V1514797	6983	1587
V1000642	6973	1299
V1000549	6965	2274
V1017193	6958	1368
V1016411	6849	390
V1018588	6725	2148
V1753280	6718	3114
V1011783	6701	2652
V1193859	6587	447
V1049455	6578	2562
V1619477	6577	711
V1049975	6575	1401
V1513559	6537	456
V1014134	6533	3810
V1018781	6507	447
V1020008	6481	864
V1513864	6469	3231
V1000171	6408	1752
V1049974	6402	1227
V1411952	6402	288
V1140976	6371	1449
V1752974	6319	993
V1192582	6277	696
V1154525	6266	3147
V1019199	6187	999
V1052940	6137	879
V1204231	6132	2640
V1010320	6092	1434
V1000639	6014	1017
V1013332	6013	1308
V1014780	6012	429
V1023255	6007	276
V1368199	5992	735
V1018782	5932	1335
V1014881	5824	1983
V1043613	5807	549
V1111563	5757	459
V1173434	5743	732
V1068208	5708	726
V1014133	5687	4374
V1388204	5686	117
V1380856	5684	936
V1567909	5674	246
V1217830	5671	2721
V1049960	5666	516
V1067671	5664	3810
V1856710	5659	2730
V1049610	5657	1584
V1014358	5635	1452
V1827657	5631	5568
V1018256	5626	1527
V1104420	5614	957
V1049971	5611	1506
V1139530	5582	2346
V1012671	5554	1380
V1014693	5539	840
V1728061	5512	969
V1490442	5511	198
V1018397	5499	1776
V1015220	5471	777
V1166828	5459	285
V1014697	5449	1413
V1301930	5423	459
V1530889	5421	417
V1330982	5410	717
V1364867	5392	120
V1011471	5390	1017
V1013429	5390	1266
V1349964	5341	633
V1000545	5336	1350
V1034175	5287	1230
V1070848	5266	1335
V1017099	5261	843
V1013130	5240	1455
V1118420	5236	1662
V1012547	5229	1359
V1068164	5223	3606
V1069115	5219	1167
V1051796	5174	3663
V1052451	5111	3309
V1012356	5077	1155
V1067134	5041	1770
V1146501	5031	915
V1359145	5022	597
V1196255	5021	1104
V1016409	5017	999
V1141291	5014	1266
V1145959	5011	747
V1047632	5000	864
V1010067	4988	1515
V1018365	4978	2724
V1723757	4966	562
V1017626	4964	1281
V1018255	4921	978
V1014779	4917	738
V1201637	4912	3684
V1374872	4882	1800
V1012320	4880	1971
V1017000	4848	192
V1192184	4832	366
V1448552	4831	258
V1345614	4792	1167
V1016542	4766	1035
V1015426	4762	1356
V1141371	4762	738
V1010069	4755	1395
V1016410	4698	606
V1836823	4689	375
V1016412	4681	381
V1069350	4677	1068
V1016060	4669	993
V1199045	4626	540
V1175702	4622	627
V1016375	4612	654
V1011110	4599	1431
V1014629	4597	1455
V1037687	4582	1632
V1016288	4542	2847
V1054467	4542	1950
V1054959	4542	531
V1017694	4536	465
V1119495	4534	246
V1012227	4516	1575
V1431607	4465	441
V1382261	4454	525
V1397237	4447	435
V1120164	4443	2145
V1008255	4441	888
V1012548	4430	1113
V1049508	4401	330
V1381458	4369	669
V1052644	4368	513
V1827650	4365	2940
V1059541	4347	750
V1485811	4338	2700
V1230687	4326	567
V1014814	4323	582
V1054885	4318	318
V1012477	4306	2034
V1011840	4301	693
V1054120	4301	1341
V1060163	4292	696
V1016408	4280	477
V1168235	4270	678
V1052144	4265	1542
V1506450	4225	618
V1018822	4211	1251
V1724279	4207	1344
V1375474	4185	174
V1000004	4179	939
V1006747	4172	639
V1067672	4158	381
V1007059	4145	1227
V1050347	4135	822
V1827535	4132	3155
V1016072	4105	1569
V1017003	4099	519
V1291459	4069	1599
V1051876	4066	1254
V1216094	4047	2421
V1007073	4018	1071
V1011118	4005	987
V1013751	3995	447
V1067144	3991	1623
V1466544	3961	357
V1014771	3951	477
V1067670	3926	4335
V1230135	3923	558
V1049443	3915	2055
V1836803	3911	1284
V1013250	3905	222
V1084998	3901	657
V1000548	3854	663
V1014633	3851	1758
V1507114	3841	621
V1051444	3815	273
V1613276	3799	438
V1014812	3792	3027
V1049714	3770	1542
V1827468	3768	1920
V1013019	3727	3273
V1409431	3726	690
V1013018	3712	1353
V1467629	3711	531
V1414237	3705	723
V1594514	3696	1365
V1019951	3687	1041
V1827537	3679	1497
V1012038	3666	3048
V1034901	3660	1470
V1016572	3654	1020
V1049966	3654	2592
V1549656	3643	849
V1049709	3629	1662
V1015939	3622	1782
V1051698	3621	1908
V1073738	3619	411
V1193368	3617	435
V1013795	3600	1020
V1021333	3588	345
V1381486	3587	465
V1013741	3580	429
V1232339	3572	282
V1056891	3562	390
V1117987	3560	1140
V1515785	3560	225
V1358470	3548	735
V1014777	3544	828
V1423289	3535	1266
V1232129	3514	2937
V1047627	3509	2136
V1017113	3496	279
V1201308	3494	378
V1008256	3489	993
V1010034	3470	489
V1043900	3466	318
V1381626	3464	1146
V1827462	3464	2253
V1012316	3443	1518
V1015416	3441	2469
V1257337	3441	4701
V1014360	3440	690
V1011838	3433	381
V1015462	3427	264
V1068141	3426	2298
V1198931	3426	969
V1516671	3422	249
V1014968	3417	1848
V1058454	3414	375
V1049616	3407	2469
