gene	count	length
V1728013	637366	441
V1574482	504262	288
V1567909	121371	246
V1034175	51575	1230
V1015704	48001	2376
V1301930	31062	459
V1384044	30187	834
V1486976	29490	672
V1040547	29051	942
V1436495	27225	426
V1013253	25145	1200
V1391890	24346	5886
V1141371	22676	738
V1009516	21915	1296
V1322633	21461	105
V1465810	21081	360
V1705067	19969	579
V1265517	19374	1143
V1120164	19302	2145
V1596952	19223	732
V1724279	18934	1344
V1110017	18778	606
V1036379	18749	2286
V1168882	18635	483
V1393646	17647	285
V1011906	17486	1902
V1723757	17329	562
V1728061	17305	969
V1167759	17070	1491
V1687741	17034	1344
V1339799	16205	822
V1140472	15787	471
V1414237	15770	723
V1345236	15069	318
V1171816	14953	153
V1032287	14919	1506
V1723955	14868	2607
V1013092	14408	2253
V1413731	14340	936
V1031976	13826	2478
V1409431	13442	690
V1334911	13313	921
V1049457	13260	2592
V1561099	13179	1014
V1143274	13163	1368
V1462086	12906	312
V1239069	12459	657
V1000639	12415	1017
V1032135	12300	1626
V1883574	12232	804
V1513865	12130	576
V1032240	11955	2283
V1464571	11854	1452
V1013090	11820	993
V1038301	11793	2595
V1460737	11694	189
V1203949	11690	462
V1121567	11553	168
V1177462	11511	282
V1574627	11419	231
V1370867	11230	531
V1011230	11172	621
V1086654	11085	894
V1003154	11040	543
V1137581	10977	492
V1053544	10834	1626
V1012496	10717	1626
V1234581	10527	543
V1442703	10436	414
V1806808	10425	2496
V1032109	10324	1128
V1000122	10168	1191
V1123844	10162	1335
V1723592	9868	663
V1291853	9760	252
V1032263	9691	1005
V1445377	9537	2130
V1436832	9399	1299
V1032060	9354	1104
V1302192	9255	468
V1267525	9232	345
V1724401	9158	168
V1020162	9117	252
V1392446	9070	681
V1143164	8953	204
V1031979	8884	774
V1604018	8812	834
V1393333	8784	342
V1010633	8755	1932
V1394803	8749	1887
V1009641	8721	297
V1723297	8681	249
V1198668	8659	1899
V1570800	8579	351
V1168817	8562	369
V1431607	8531	441
V1197084	8507	687
V1524304	8404	150
V1032264	8315	1488
V1358422	8292	594
V1460939	8174	192
V1000546	8128	1215
V1055790	8075	1902
V1482933	8071	1128
V1037047	7992	1359
V1365642	7796	420
V1723469	7720	591
V1000642	7716	1299
V1032873	7683	4020
V1153304	7632	297
V1301690	7621	537
V1139037	7603	303
V1883611	7560	1842
V1429840	7475	1908
V1555046	7411	228
V1011087	7340	1812
V1436641	7332	2274
V1554020	7315	1230
V1047883	7254	528
V1302190	7101	498
V1049455	7071	2562
V1246962	7054	462
V1723441	7011	1089
V1381548	7010	1599
V1178410	6989	600
V1886719	6983	753
V1038467	6975	690
V1348573	6902	738
V1036253	6775	1203
V1031948	6765	1209
V1144953	6765	969
V1368954	6716	639
V1806797	6710	1572
V1265596	6645	543
V1198672	6642	732
V1103660	6639	2244
V1315998	6625	1305
V1291721	6621	1131
V1151601	6557	1056
V1038323	6507	921
V1007060	6486	1011
V1752456	6478	1479
V1364867	6453	120
V1483461	6437	726
V1467946	6427	426
V1032059	6399	2220
V1198623	6262	4020
V1323269	6256	1068
V1585173	6117	981
V1614119	6105	7248
V1376603	6059	240
V1032026	6032	2058
V1000549	6004	2274
V1074835	5994	1629
V1037207	5977	663
V1032053	5940	615
V1145336	5927	756
V1433965	5892	435
V1301614	5861	525
V1075934	5854	600
V1010072	5836	1101
V1020161	5774	816
V1267658	5768	600
V1000545	5740	1350
V1265496	5721	1980
V1576072	5697	285
V1298130	5632	300
V1885649	5623	441
V1339929	5555	981
V1034170	5522	459
V1402492	5474	348
V1016652	5447	1005
V1167457	5426	315
V1177407	5371	999
V1723588	5371	876
V1368877	5357	714
V1687687	5329	7440
V1267333	5297	1770
V1019461	5282	1488
V1020263	5197	1359
V1723600	5162	147
V1000004	5149	939
V1108326	5137	2484
V1000943	5130	426
V1549263	5121	1110
V1395943	5115	714
V1386117	5093	876
V1444593	5072	351
V1265244	5071	1902
V1006096	4988	594
V1430275	4977	1515
V1583760	4964	1689
V1081160	4957	693
V1013966	4917	417
V1037079	4851	621
V1000116	4831	1770
V1552028	4798	204
V1301432	4768	888
V1007262	4735	558
V1870028	4699	9564
V1057791	4696	1317
V1527021	4689	1236
V1554270	4667	372
V1020633	4664	579
V1554285	4652	534
V1556871	4647	291
V1036212	4644	1404
V1032070	4642	2484
V1578484	4642	1092
V1007084	4628	270
V1267291	4626	6054
V1000487	4608	915
V1001368	4576	990
V1836823	4572	375
V1365673	4519	1392
V1032253	4506	768
V1363242	4485	180
V1007273	4470	1116
V1190614	4467	1908
V1232230	4452	1416
V1724908	4450	8919
V1200468	4427	432
V1301559	4424	414
V1011667	4421	468
V1319963	4421	174
V1870024	4403	3420
V1314716	4402	840
V1031961	4384	1044
V1073967	4363	564
V1883469	4359	2253
V1000886	4352	1290
V1365660	4343	276
V1011088	4326	1143
V1043574	4324	564
V1000527	4320	2091
V1554160	4302	678
V1141483	4276	1059
V1070026	4273	2526
V1386205	4266	768
V1036976	4236	2454
V1031971	4227	3012
V1357096	4204	1305
