gene	count	length
V1339799	144785	822
V1143274	115504	1368
V1000122	72769	1191
V1000639	69400	1017
V1364867	63817	120
V1886719	61949	753
V1034630	52901	483
V1431607	52850	441
V1464571	49534	1452
V1000534	46354	720
V1423318	42848	1695
V1000943	40457	426
V1000549	40454	2274
V1000546	38145	1215
V1339929	37064	981
V1000886	34842	1290
V1073967	32039	564
V1000487	31796	915
V1000642	29223	1299
V1358422	28841	594
V1000080	28405	297
V1000004	27197	939
V1000545	27088	1350
V1577228	26215	1896
V1430275	25791	1515
V1000305	25689	1287
V1000116	25446	1770
V1481435	23994	1740
V1000944	23016	693
V1000836	22966	279
V1912442	22233	996
V1195882	21138	870
V1852142	21126	1302
V1886336	20893	282
V1000527	20679	2091
V1006727	20551	1188
V1439186	20360	405
V1887021	19289	1341
V1519450	18699	447
V1852039	18111	555
V1000845	18094	1341
V1093074	18062	510
V1306539	17362	552
V1000129	17042	1899
V1150384	17016	510
V1000548	16601	663
V1000075	16472	372
V1000570	16433	1044
V1000640	16358	1215
V1000079	15468	2448
V1000630	15404	2400
V1340131	15374	774
V1886558	15328	351
V1000144	14983	774
V1491685	14584	1116
V1000638	14524	1068
V1553523	13975	942
V1033869	13636	537
V1836823	13517	375
V1836804	13324	1512
V1164548	13316	3666
V1432502	13227	591
V1000821	13042	1101
V1000040	12792	2190
V1001368	12663	990
V1392006	12623	387
V1576144	12453	1308
V1390055	12239	324
V1043485	12185	309
V1000143	12095	879
V1000828	11874	2046
V1000001	11839	396
V1886517	11830	576
V1290863	11747	1302
V1880077	11601	1347
V1000841	11437	570
V1000023	11281	993
V1144133	11238	426
V1006020	11188	837
V1000326	11028	1932
V1553618	10958	894
V1000021	10709	630
V1852092	10684	525
V1203355	10613	1143
V1000627	10563	1632
V1392169	10484	363
V1427260	10453	315
V1464170	10421	1515
V1000003	10224	384
V1573648	10192	240
V1491714	10180	1425
V1852133	10098	408
V1000018	10078	675
V1592992	9956	1509
V1889488	9943	333
V1552772	9813	1770
V1144304	9726	342
V1033902	9701	447
V1143984	9691	573
V1423344	9683	1422
V1000596	9573	1635
V1000547	9218	1104
V1036606	9182	501
V1886416	9054	1017
V1360328	9033	165
V1851967	8999	1083
V1000046	8990	477
V1430573	8936	360
V1000045	8786	483
V1851961	8745	2178
V1203300	8742	1689
V1059001	8641	1065
V1076330	8607	465
V1381763	8588	918
V1607589	8416	1551
V1167440	8406	1344
V1000625	8329	1104
V1852124	8252	1212
V1879918	8109	438
V1000840	8108	954
V1268476	8079	699
V1000017	8042	438
V1430882	7983	717
V1295109	7933	1578
V1000093	7883	2286
V1581223	7882	405
V1382281	7743	300
V1481366	7705	930
V1323334	7692	1593
V1034832	7653	1902
V1852028	7611	2100
V1481338	7599	579
V1356383	7553	897
