gene	count	length
V1339799	36700	822
V1143274	33836	1368
V1000639	29874	1017
V1000546	29486	1215
V1000122	26495	1191
V1034630	25243	483
V1000534	20689	720
V1886719	17827	753
V1851961	17242	2178
V1577228	17045	1896
V1464571	16448	1452
V1000487	15758	915
V1000549	15249	2274
V1000545	15243	1350
V1423318	14206	1695
V1093074	13162	510
V1000004	12777	939
V1358422	12665	594
V1000886	11574	1290
V1000116	11453	1770
V1430275	10910	1515
V1000943	10321	426
V1431607	10081	441
V1000596	10074	1635
V1481435	9993	1740
V1000548	9879	663
V1000640	9829	1215
V1364867	9703	120
V1195882	9225	870
V1886336	9146	282
V1339929	9018	981
V1000305	8247	1287
V1164548	8128	3666
V1001368	8087	990
V1000527	7980	2091
V1000638	7482	1068
V1912442	7216	996
V1836804	7069	1512
V1000475	6962	279
V1340131	6933	774
V1033881	6822	291
V1392216	6750	1011
V1565357	6611	1782
V1836823	6293	375
V1000944	6244	693
V1491685	6159	1116
V1000079	5887	2448
V1000845	5848	1341
V1576144	5748	1308
V1073967	5675	564
V1306539	5675	552
V1000040	5669	2190
V1000075	5619	372
V1464170	5580	1515
V1000547	5550	1104
V1043485	5520	309
V1167440	5471	1344
V1033869	5428	537
V1000080	5382	297
V1547338	5333	291
V1430882	5145	717
V1000627	5128	1632
V1362364	5097	690
V1000841	5051	570
V1574099	4977	798
V1016072	4916	1569
V1519450	4874	447
V1000003	4852	384
V1439186	4793	405
V1203355	4755	1143
V1006020	4700	837
V1852039	4644	555
V1000821	4584	1101
V1552804	4570	1335
V1144133	4558	426
V1851967	4513	1083
V1000018	4508	675
V1430573	4501	360
V1158426	4486	810
V1042355	4417	987
V1059001	4410	1065
V1886517	4410	576
V1000570	4196	1044
V1000518	4170	807
V1000017	4163	438
V1886922	4148	8052
V1886558	4105	351
V1880077	4085	1347
V1266037	4013	585
V1295109	3976	1578
V1016074	3960	1284
V1852016	3948	129
V1836805	3911	2097
V1553523	3889	942
V1356383	3822	897
V1592992	3732	1509
V1204223	3709	7362
V1491714	3665	1425
V1000840	3647	954
V1000046	3641	477
V1006727	3619	1188
V1000630	3575	2400
V1887021	3563	1341
V1886416	3521	1017
V1033925	3466	198
V1612021	3450	429
V1432502	3449	591
V1000021	3436	630
V1000641	3416	756
V1143984	3410	573
V1000143	3341	879
V1295196	3299	1386
V1552772	3299	1770
V1392006	3256	387
V1000129	3244	1899
V1389769	3206	405
V1000001	3185	396
V1391945	3180	936
V1852092	3180	525
V1000519	3109	1638
V1852133	3099	408
V1889488	3060	333
V1607546	3047	168
V1553618	3039	894
V1882996	2992	7089
V1000023	2981	993
V1594784	2977	915
V1016073	2969	987
V1552783	2948	705
V1000836	2939	279
V1000184	2925	1218
V1851982	2911	1587
V1299127	2832	2154
V1036606	2813	501
V1075411	2760	933
V1000093	2744	2286
V1035061	2728	1071
V1552777	2700	3591
V1000082	2698	1374
V1290863	2672	1302
V1381763	2663	918
V1483404	2658	1866
V1607588	2656	7899
V1078022	2625	357
V1149253	2598	687
V1000604	2591	312
V1104333	2555	993
V1000171	2537	1752
V1033902	2525	447
V1171078	2525	717
V1481366	2484	930
V1203306	2455	2400
V1886737	2434	510
V1000503	2417	2664
V1000134	2416	549
V1144304	2415	342
V1000842	2400	753
V1297375	2396	186
V1503164	2395	9888
V1888223	2369	819
V1392169	2368	363
V1000106	2365	1677
V1580955	2356	588
V1000317	2343	525
V1214686	2341	9123
V1420563	2315	1971
V1046750	2306	333
V1000564	2286	1263
V1580898	2261	516
V1001477	2249	423
V1203300	2224	1689
V1000009	2209	441
V1000499	2209	1440
V1076036	2208	942
V1482513	2206	2103
V1000057	2203	990
V1481324	2203	1434
V1339711	2199	519
V1000081	2191	2016
V1101641	2183	597
V1381099	2183	741
V1879918	2182	438
V1852084	2178	366
V1162881	2177	1749
V1886513	2176	696
V1007414	2172	921
V1000326	2148	1932
V1364877	2147	441
V1191213	2133	2637
V1076330	2126	465
V1297356	2125	630
V1607589	2117	1551
V1500383	2091	1317
V1482595	2048	621
V1149854	2027	366
V1581223	2017	405
V1851978	2008	1308
V1000044	1993	1950
V1541135	1993	1668
V1107920	1991	1056
V1001475	1976	891
V1033474	1969	894
V1000563	1952	627
V1000050	1946	1440
V1594051	1941	1293
V1481338	1940	579
V1159530	1931	987
V1000007	1921	252
V1886508	1921	432
V1364188	1911	1278
V1886598	1911	468
V1213480	1907	1062
V1000008	1897	651
V1000533	1893	1623
V1137029	1893	978
V1204231	1890	2640
