gene	count	length
V1034630	53741	483
V1339799	26726	822
V1364867	23190	120
V1143274	20357	1368
V1852092	15770	525
V1211148	13948	426
V1886719	11457	753
V1000534	9899	720
V1000642	9714	1299
V1464571	9261	1452
V1000639	8071	1017
V1358422	7827	594
V1000122	7204	1191
V1431607	7172	441
V1000836	5542	279
V1912442	5499	996
V1852039	5278	555
V1000116	5144	1770
V1256184	4578	795
V1851961	4540	2178
V1000004	4375	939
V1000075	4221	372
V1000943	4088	426
V1000079	3980	2448
V1339929	3906	981
V1034901	3859	1470
V1000596	3830	1635
V1000546	3784	1215
V1430275	3685	1515
V1203355	3681	1143
V1432502	3678	591
V1000549	3666	2274
V1886336	3623	282
V1000487	3602	915
V1340884	3435	429
V1887021	3393	1341
V1000129	3390	1899
V1164548	3387	3666
V1000638	3239	1068
V1000627	3215	1632
V1580955	3181	588
V1481435	3129	1740
V1553618	3100	894
V1836823	3057	375
V1836804	3044	1512
V1553523	3033	942
V1073967	2987	564
V1000080	2952	297
V1016072	2927	1569
V1577228	2885	1896
V1481338	2823	579
V1000106	2766	1677
V1000527	2732	2091
V1000570	2722	1044
V1000046	2708	477
V1000040	2689	2190
V1852016	2681	129
V1000886	2638	1290
V1000545	2637	1350
V1149402	2621	600
V1306539	2616	552
V1000305	2542	1287
V1607589	2522	1551
V1573648	2505	240
V1439186	2435	405
V1016074	2428	1284
V1000821	2386	1101
V1576144	2322	1308
V1580717	2314	414
V1000640	2312	1215
V1592983	2295	9618
V1093074	2282	510
V1392169	2259	363
V1034832	2224	1902
V1000944	2207	693
V1552772	2175	1770
V1000630	2174	2400
V1043485	2167	309
V1165084	2161	342
V1290863	2143	1302
V1886416	2116	1017
V1552804	2113	1335
V1237275	2092	498
V1000001	2082	396
V1000548	2072	663
V1163593	1961	1755
V1000840	1949	954
V1464170	1949	1515
V1369981	1948	861
V1000625	1946	1104
V1547338	1939	291
V1149309	1907	960
V1886986	1904	204
V1195882	1872	870
V1851967	1849	1083
V1016073	1812	987
V1880077	1802	1347
V1000828	1785	2046
V1000841	1782	570
V1102439	1734	720
V1000003	1726	384
V1000510	1720	561
V1037207	1719	663
V1612021	1706	429
V1144304	1702	342
V1852050	1687	2157
V1006020	1685	837
V1592992	1644	1509
V1000171	1633	1752
V1000317	1599	525
V1458297	1599	1131
V1135971	1596	2004
V1000845	1590	1341
V1006095	1578	891
V1392216	1569	1011
V1204223	1566	7362
V1420563	1539	1971
V1392051	1537	1029
V1000143	1526	879
V1033869	1526	537
V1301126	1516	1830
V1836833	1514	11382
V1170741	1512	1206
V1836824	1511	801
V1888216	1504	1431
V1164541	1501	2181
V1000018	1495	675
V1340131	1483	774
V1392006	1479	387
V1852094	1479	1305
V1519450	1473	447
V1033891	1460	204
V1162881	1460	1749
V1000134	1451	549
V1836805	1445	2097
V1264549	1439	504
V1580709	1420	216
V1001368	1419	990
V1553668	1401	1308
V1390055	1376	324
V1852133	1373	408
V1000518	1364	807
V1482513	1345	2103
V1000044	1329	1950
V1036606	1321	501
V1886558	1320	351
V1420590	1305	1278
V1852118	1301	492
V1886517	1300	576
V1000563	1296	627
V1000882	1295	1200
V1339711	1295	519
V1000093	1292	2286
V1483410	1285	1842
V1420559	1269	3171
V1000025	1268	243
V1104333	1265	993
V1889488	1262	333
V1000021	1260	630
V1000023	1253	993
V1882083	1251	168
V1423344	1249	1422
V1000076	1235	141
V1000085	1233	1227
V1000643	1233	2277
V1191213	1226	2637
V1000077	1223	1143
V1323707	1216	867
V1491714	1215	1425
V1295374	1204	1467
V1360328	1201	165
V1198583	1200	4116
V1301166	1199	9579
V1000045	1197	483
V1363976	1196	1776
V1000017	1195	438
V1295196	1188	1386
V1143984	1185	573
V1059001	1179	1065
V1431066	1169	396
V1469363	1164	864
V1006727	1161	1188
V1886965	1159	444
V1006017	1158	1020
V1033902	1158	447
V1000312	1156	162
V1000827	1156	996
V1000172	1141	930
V1034595	1136	786
V1078022	1129	357
V1298017	1128	1008
V1144358	1124	267
V1203300	1106	1689
V1888223	1094	819
V1000057	1087	990
V1392504	1060	168
V1000082	1053	1374
V1000307	1053	1338
V1000835	1048	1368
V1000533	1044	1623
V1033925	1043	198
V1000574	1040	1728
V1076034	1036	627
V1203395	1036	414
V1882887	1031	528
V1237186	1023	2427
V1000552	1022	954
V1144329	1019	309
V1000081	1009	2016
V1886712	1000	1212
V1000184	999	1218
V1852109	996	1302
V1886538	993	351
V1481324	991	1434
V1101641	990	597
V1387683	988	249
V1541162	986	9300
V1000617	981	861
V1297375	979	186
V1552777	978	3591
V1886598	977	468
V1423320	970	8682
V1364877	969	441
V1144133	967	426
V1541158	964	582
V1000834	959	1464
V1503139	955	2349
V1042869	953	948
V1574082	951	1281
V1000558	943	750
V1382281	938	300
V1552739	938	876
V1000594	926	3192
V1000842	926	753
V1143837	923	273
V1356068	923	1698
V1000641	918	756
V1075411	917	933
V1886629	917	888
V1033474	916	894
V1588328	914	297
V1430753	912	1890
V1430573	909	360
V1000151	908	273
V1553617	908	2817
V1000300	907	1839
V1000475	906	279
V1500383	901	1317
V1886377	898	1098
V1000175	894	216
V1469572	893	303
V1481434	892	633
V1400168	889	840
V1852083	889	588
V1107920	888	1056
V1299127	881	2154
V1204224	879	615
V1000304	878	1872
V1552764	875	1407
V1000503	872	2664
V1491698	869	2709
V1000547	868	1104
V1851995	868	954
V1887155	866	1164
V1000066	859	1173
V1836829	859	1623
V1608313	849	450
V1836820	847	1560
V1381763	846	918
V1445345	846	183
V1000162	844	1137
V1043585	839	273
V1339870	836	1107
V1576007	829	159
V1886582	826	2412
V1064534	818	3699
V1888250	818	804
V1339886	817	432
V1852084	808	366
V1000161	806	744
V1000144	802	774
V1000499	799	1440
V1000644	799	459
V1552718	799	2568
V1381099	798	741
V1464441	796	2643
V1000132	792	2286
V1607575	789	4287
V1000047	788	801
V1356383	788	897
V1852138	788	893
V1203539	786	897
V1000564	785	1263
V1481366	785	930
V1852108	783	759
V1000298	782	444
V1886966	781	264
V1000502	774	1143
V1836815	774	1539
V1064214	771	459
V1432307	771	690
V1886431	768	207
V1574099	762	798
V1593053	761	1353
V1000008	751	651
V1000525	750	867
V1149263	750	444
V1000505	748	699
V1000069	744	1839
V1301158	742	1086
V1151052	737	7704
V1000330	734	816
V1151580	733	1968
V1483459	733	1653
V1580921	732	657
V1033803	731	960
V1553655	731	519
V1000326	727	1932
V1522724	726	1353
V1000007	725	252
V1001477	724	423
V1046767	724	2709
V1615860	719	7791
V1469301	717	306
V1149854	714	366
V1001475	713	891
V1499093	705	195
V1852132	704	1230
V1043994	702	660
V1594750	700	576
V1058821	699	1020
V1469298	699	636
V1852140	696	2028
V1518341	694	156
V1553685	692	375
V1033819	690	294
V1364188	690	1278
V1482595	690	621
V1541133	689	1395
V1076330	687	465
V1035222	686	4479
V1165226	686	141
V1552751	686	1104
V1000039	683	714
V1167892	679	1155
V1593006	678	5889
V1879918	677	438
V1006735	676	1347
V1879868	676	324
V1381895	674	1110
V1552729	674	678
V1000551	673	1749
V1595063	673	882
V1430720	670	837
V1381941	669	306
V1594051	669	1293
V1464174	661	1170
V1581223	661	405
V1355907	659	1557
V1608875	659	372
V1042355	657	987
V1006021	654	360
V1576760	652	399
V1465413	651	1425
V1382759	650	561
V1158426	648	810
V1001468	645	2415
V1391945	644	936
V1000013	643	399
V1034596	638	1191
V1483610	637	1074
V1000329	636	1572
V1432440	636	657
V1000320	635	960
V1000601	635	2721
V1137029	634	978
V1594784	634	915
V1552713	631	1353
V1594229	631	1410
V1000299	630	834
V1204082	628	138
V1836800	624	1131
V1576349	623	1101
V1886653	623	1941
V1006822	622	1386
V1000140	619	1746
V1000168	619	2874
V1159013	619	1371
V1886466	619	348
V1000074	618	1893
V1851978	615	1308
V1000301	614	2253
V1000892	613	1353
V1060343	612	360
V1580898	611	516
V1000526	608	2310
