gene	count	length
V1034630	129470	483
V1339799	33441	822
V1143274	30289	1368
V1000642	26708	1299
V1852092	20735	525
V1364867	20525	120
V1464571	19738	1452
V1000639	19425	1017
V1886719	16882	753
V1256184	16873	795
V1912442	16696	996
V1358422	16574	594
V1000122	15879	1191
V1000116	15799	1770
V1000534	15103	720
V1000004	13835	939
V1430275	12850	1515
V1431607	12763	441
V1164548	12535	3666
V1203355	12142	1143
V1000596	10942	1635
V1000079	10714	2448
V1000545	10468	1350
V1580955	10391	588
V1339929	10328	981
V1000549	9905	2274
V1851961	9875	2178
V1000546	9795	1215
V1836823	9741	375
V1481435	9678	1740
V1852039	9629	555
V1000487	9554	915
V1852016	9027	129
V1000836	8963	279
V1577228	8916	1896
V1073967	8901	564
V1000943	8831	426
V1481385	8546	870
V1000129	8273	1899
V1592983	8244	9618
V1000627	8142	1632
V1000040	8119	2190
V1043485	7987	309
V1000527	7940	2091
V1000886	7825	1290
V1886986	7816	204
V1576144	7815	1308
V1000638	7743	1068
V1851967	7485	1083
V1887021	7396	1341
V1464170	7167	1515
V1000840	7021	954
V1886336	6932	282
V1000305	6710	1287
V1552804	6702	1335
V1392169	6546	363
V1000841	6501	570
V1000046	6465	477
V1000080	6414	297
V1552772	6361	1770
V1481338	6319	579
V1369981	6286	861
V1000548	6277	663
V1306539	6261	552
V1000640	6081	1215
V1886416	5943	1017
V1432502	5900	591
V1000075	5782	372
V1836804	5712	1512
V1034832	5675	1902
V1000944	5667	693
V1093074	5656	510
V1000630	5556	2400
V1000106	5457	1677
V1000570	5362	1044
V1000821	5259	1101
V1000828	5225	2046
V1439186	5199	405
V1836805	5150	2097
V1000134	5074	549
V1006020	5044	837
V1163593	4987	1755
V1195882	4917	870
V1000625	4834	1104
V1482513	4796	2103
V1164541	4775	2181
V1162881	4774	1749
V1204223	4771	7362
V1547338	4766	291
V1607589	4751	1551
V1553618	4613	894
V1000018	4578	675
V1852050	4567	2157
V1340884	4553	429
V1135971	4490	2004
V1392216	4490	1011
V1836833	4472	11382
V1000003	4471	384
V1592992	4462	1509
V1420563	4396	1971
V1000017	4378	438
V1034595	4225	786
V1573648	4201	240
V1000499	4178	1440
V1000510	4142	561
V1553668	4119	1308
V1001368	4095	990
V1036606	4082	501
V1144358	4062	267
V1301126	4035	1830
V1889488	4001	333
V1430753	3968	1890
V1290863	3932	1302
V1423344	3843	1422
V1519450	3843	447
V1000021	3832	630
V1000845	3823	1341
V1000001	3818	396
V1852094	3817	1305
V1000093	3789	2286
V1420559	3768	3171
V1295196	3759	1386
V1000143	3622	879
V1191213	3606	2637
V1886517	3606	576
V1363976	3601	1776
V1144133	3553	426
V1481433	3546	2418
V1059001	3522	1065
V1000518	3519	807
V1299127	3495	2154
V1198583	3474	4116
V1000172	3466	930
V1000044	3462	1950
V1481324	3430	1434
V1392006	3411	387
V1593053	3386	1353
V1888216	3362	1431
V1000023	3355	993
V1430573	3354	360
V1000171	3327	1752
V1880077	3300	1347
V1552718	3295	2568
V1000643	3292	2277
V1000082	3263	1374
V1000835	3261	1368
V1000057	3253	990
V1503139	3242	2349
V1886558	3230	351
V1483410	3224	1842
V1356383	3185	897
V1364877	3173	441
V1360328	3112	165
V1107920	3097	1056
V1000563	3096	627
V1000827	3081	996
V1574099	3068	798
V1553523	3043	942
V1886629	3029	888
V1006727	3027	1188
V1143984	3025	573
V1006017	3007	1020
V1836815	2998	1539
V1000842	2978	753
V1064534	2961	3699
V1420590	2959	1278
V1143837	2932	273
V1381099	2926	741
V1033869	2905	537
V1000641	2900	756
V1000132	2898	2286
V1390055	2897	324
V1552777	2892	3591
V1381763	2886	918
V1882083	2866	168
V1886653	2860	1941
V1203300	2855	1689
V1000008	2846	651
V1102439	2835	720
V1000834	2824	1464
V1852133	2821	408
V1481312	2814	1500
V1000184	2801	1218
V1000634	2800	2817
V1033925	2800	198
V1000304	2790	1872
V1356068	2780	1698
V1491714	2780	1425
V1574082	2774	1281
V1836820	2770	1560
V1006021	2716	360
V1144304	2714	342
V1295374	2710	1467
V1594784	2701	915
V1000326	2698	1932
V1001475	2697	891
V1615860	2697	7791
V1016072	2691	1569
V1886712	2686	1212
V1000025	2675	243
V1033891	2672	204
V1033902	2654	447
V1580717	2645	414
V1607575	2640	4287
V1391945	2628	936
V1000500	2623	2019
V1104333	2620	993
V1000081	2616	2016
V1075411	2609	933
V1469363	2596	864
V1000552	2594	954
V1464441	2591	2643
V1888223	2573	819
V1340131	2569	774
V1612021	2564	429
V1001468	2521	2415
V1000317	2504	525
V1392051	2492	1029
V1852083	2488	588
V1000162	2472	1137
V1000151	2450	273
V1000039	2447	714
V1158426	2439	810
V1000547	2438	1104
V1482595	2436	621
V1000300	2431	1839
V1886582	2425	2412
V1491698	2413	2709
V1000069	2405	1839
V1608313	2403	450
V1211148	2400	426
V1552751	2392	1104
V1500383	2388	1317
V1000601	2378	2721
V1033803	2377	960
V1000301	2370	2253
V1552764	2360	1407
V1042869	2347	948
V1851995	2341	954
V1301166	2324	9579
V1553655	2305	519
V1423320	2289	8682
V1886961	2276	1968
V1000502	2271	1143
V1886965	2271	444
V1101641	2264	597
V1836829	2262	1623
V1000551	2258	1749
V1000076	2246	141
V1553617	2227	2817
V1588328	2227	297
V1000045	2226	483
V1000503	2224	2664
V1882887	2224	528
V1445345	2221	183
V1323707	2216	867
V1046767	2213	2709
V1465413	2212	1425
V1541162	2207	9300
V1000833	2199	1128
V1060343	2192	360
V1552729	2183	678
V1000533	2175	1623
V1000168	2174	2874
V1000307	2174	1338
V1000505	2169	699
V1078022	2164	357
V1000312	2162	162
V1000011	2159	360
V1016074	2159	1284
V1608875	2155	372
V1237186	2151	2427
V1852084	2146	366
V1000318	2131	2415
V1836824	2127	801
V1887155	2124	1164
V1000558	2118	750
V1000066	2093	1173
