gene	count	length
V1728013	443994	441
V1574482	412304	288
V1177462	203426	282
V1393646	69401	285
V1430591	53826	795
V1567909	47290	246
V1334911	31716	921
V1392011	28442	237
V1301930	28403	459
V1086186	27023	1842
V1013253	24764	1200
V1009516	23162	1296
V1394389	22091	1239
V1881898	21685	738
V1239646	20533	1503
V1612833	19067	705
V1574816	18486	1347
V1356479	18137	1803
V1040547	17816	942
V1143164	16550	204
V1482934	16494	2625
V1151846	16045	4041
V1602882	15380	1512
V1015704	15278	2376
V1436495	14809	426
V1239069	14591	657
V1153304	14461	297
V1328802	14222	933
V1465164	13882	1212
V1555046	13723	228
V1042310	13722	684
V1016650	13069	543
V1723757	13032	562
V1037079	12701	621
V1139037	12561	303
V1266177	12536	1818
V1038361	12505	1230
V1576072	12355	285
V1237509	12268	1695
V1291853	12107	252
V1037868	12005	768
V1381548	11878	1599
V1362787	11523	363
V1107502	11368	1029
V1088250	11353	1368
V1394405	11270	1440
V1157772	11220	762
V1524304	10967	150
V1884207	10928	1410
V1723592	10880	663
V1123844	10772	1335
V1168094	10759	585
V1140472	10642	471
V1054643	10431	7344
V1265517	10405	1143
V1044739	10303	216
V1174324	10241	426
V1687741	10162	1344
V1409431	10086	690
V1198668	10042	1899
V1009625	10019	471
V1386117	9990	876
V1036253	9986	1203
V1234581	9974	543
V1383841	9658	618
V1819269	9275	1221
V1295447	9255	1290
V1051284	9189	282
V1301690	9147	537
V1436641	9004	2274
V1687755	8998	384
V1383881	8883	1116
V1436826	8727	1506
V1037518	8691	381
V1036256	8572	1341
V1167759	8460	1491
V1312248	8436	1374
V1348573	8418	738
V1384044	8373	834
V1687756	8340	1341
V1168807	8335	240
V1440555	8328	543
V1422497	8275	294
V1301559	8263	414
V1011667	8259	468
V1195096	8226	870
V1172284	8218	516
V1086898	8188	1332
V1301640	8147	783
V1162241	8066	1290
V1145315	8000	996
V1881401	7849	2496
V1806808	7821	2496
V1612596	7773	1572
V1704984	7712	2658
V1171816	7658	153
V1019461	7653	1488
V1076325	7648	759
V1585736	7607	435
V1724122	7571	453
V1526141	7570	2646
V1391997	7520	1197
V1421861	7467	555
V1383974	7412	1017
V1200931	7342	552
V1462086	7299	312
V1020161	7282	816
V1351200	7276	405
V1705007	7161	1344
V1036261	7135	924
V1011230	7097	621
V1009512	7095	1053
V1498789	7083	414
V1007262	7015	558
V1016652	7006	1005
V1620435	6881	285
V1395005	6879	876
V1036379	6853	2286
V1267333	6842	1770
V1038252	6832	1005
V1549573	6763	336
V1819311	6731	7584
V1442703	6701	414
V1430373	6698	420
V1037335	6697	210
V1337358	6686	1176
V1088148	6639	156
V1052203	6629	2832
V1554285	6621	534
V1554160	6565	678
V1445377	6532	2130
V1015427	6524	2757
V1550406	6488	561
V1053019	6469	2934
V1553994	6431	459
V1806797	6390	1572
V1553792	6333	708
V1362785	6331	1389
V1002465	6244	702
V1009745	6198	870
V1151522	6173	462
V1121567	6152	168
V1032287	6142	1506
V1006110	6111	336
V1036479	6090	2004
V1574627	6087	231
V1198623	6068	4020
V1353619	5993	285
V1239564	5930	1683
V1432466	5844	651
V1099394	5802	924
V1554020	5785	1230
V1075934	5774	600
V1430170	5734	1743
V1604018	5703	834
V1383863	5680	924
V1291380	5663	2304
V1394499	5646	4095
V1368599	5643	1212
V1006125	5620	900
V1484064	5611	681
V1009518	5571	1170
V1398731	5569	159
V1723469	5536	591
V1414237	5518	723
V1192794	5517	1266
V1198712	5511	855
V1291476	5506	564
V1429839	5479	9597
V1020162	5447	252
V1603711	5434	861
V1553951	5405	162
V1383824	5371	1473
V1016241	5349	2097
V1198672	5340	732
V1151601	5308	1056
V1391939	5303	873
V1246962	5299	462
V1151576	5252	1710
V1301587	5215	477
V1398537	5124	312
V1554270	5124	372
V1409436	5119	2097
V1365642	5114	420
V1138581	5102	2631
V1012496	5101	1626
V1172619	5101	1401
V1584724	5098	1398
V1007273	5079	1116
V1597704	5073	435
V1036191	5065	564
V1464526	5065	1668
V1012495	5063	684
V1108326	5061	2484
V1347762	5048	339
V1085355	5042	1251
V1370810	5015	198
V1006141	5006	126
V1704987	4980	7587
V1392402	4909	678
V1329121	4897	1797
V1483368	4872	855
V1806795	4868	1089
V1298130	4844	300
V1364027	4837	1365
V1345236	4835	318
V1445419	4813	1488
V1007275	4778	402
V1302040	4768	408
V1265314	4726	1242
V1012446	4675	450
V1266138	4665	2409
V1158372	4658	1488
V1031976	4653	2478
V1038323	4646	921
V1145663	4640	2130
V1414120	4630	147
V1037355	4614	1005
V1152048	4592	1953
V1441535	4561	285
V1265052	4560	1296
V1458418	4548	6099
V1020102	4545	996
V1036127	4538	2652
V1162245	4481	2490
V1687689	4473	1305
V1295229	4454	96
V1318362	4435	480
V1043574	4418	564
V1705123	4416	1320
V1619237	4406	603
V1237481	4372	1485
V1011227	4369	1368
V1266170	4367	2511
V1384043	4357	438
V1036755	4347	2625
V1160714	4327	591
V1484106	4316	855
V1267343	4308	3375
V1037426	4296	747
V1383877	4295	1284
V1013919	4291	3822
V1294914	4286	735
V1173143	4283	780
V1365660	4278	276
V1239818	4265	813
V1075320	4249	1458
V1885649	4247	441
V1038020	4242	492
V1049457	4230	2592
V1203024	4216	183
V1368195	4208	1725
V1145034	4192	3774
V1528357	4166	1671
V1870039	4161	3588
V1459473	4155	768
V1196712	4130	870
V1430683	4067	1143
V1584633	4038	1005
V1036274	4019	1356
V1006057	4016	933
V1724150	4011	300
V1011906	4005	1902
V1819273	3996	2469
V1036773	3991	2115
V1239708	3988	1194
V1507416	3974	1176
V1420798	3970	2346
V1006096	3906	594
V1018179	3893	651
V1019613	3891	1071
V1020308	3877	447
V1009641	3867	297
V1053544	3837	1626
V1687738	3837	2991
V1578871	3826	318
V1018177	3821	651
V1037884	3811	819
V1385698	3811	2496
V1291976	3805	1731
V1012314	3804	684
V1154084	3802	1626
V1037423	3755	1662
V1386205	3750	768
V1006063	3749	450
V1482770	3741	675
V1302071	3736	342
V1201914	3727	999
V1036477	3717	945
V1368546	3716	1620
V1098956	3685	351
V1334788	3670	2589
V1724620	3663	147
V1383835	3659	900
V1032060	3649	1104
V1376603	3648	240
V1834913	3645	1395
V1445176	3631	666
V1037108	3627	624
V1723076	3626	1806
V1007264	3621	2076
V1009629	3620	759
V1509727	3611	144
V1527021	3608	1236
V1020434	3588	873
V1036227	3583	1629
V1012497	3582	2034
V1151859	3580	2763
V1301614	3573	525
V1237384	3572	771
V1045256	3564	408
V1239597	3563	735
V1018798	3544	1935
V1301798	3540	672
V1705041	3538	1407
